frank vlastnik	american	none	F	Frank Vlastnik is an American theatre and television actor. He is best known as an original cast member in the short-lived musicals Big, Sweet Smell of Success, and A Year with Frog and Toad on Broadway, and Off-Broadway in Stephen Sondheim's... Wikipedia
dominique wilkins	american	none	F	Jacques Dominique Wilkins is an American retired professional basketball player who primarily played for the Atlanta Hawks of the National Basketball Association. Wilkins was a nine-time NBA All-Star, and is widely viewed as one of the best... Wikipedia
m687	american	none	F	The M687 is an American 155 mm binary sarin chemical weapon artillery shell. The design was standardized in 1976 and production began on December 16, 1987 at Pine Bluff Arsenal, Pine Bluff, Arkansas. Wikipedia
donald a. martin	american	none	F	Donald A. Martin, also known as Tony Martin, is an American set theorist and philosopher of mathematics at UCLA, where he is a member of the faculty of mathematics and philosophy. Wikipedia
micropsis	american	none	F	Micropsis is a genus of South American flowering plants in the sunflower family. Species Micropsis australis Cabrera - Argentina Micropsis dasycarpa Beauverd - Rio Grande do Sul, Argentina, Paraguay, Uruguay; naturalized in Victoria County in... Wikipedia
james cotton (gridiron football)	american	none	F	James Antwane Cotton is a former American and Canadian football defensive end, who played in both the Canadian Football League and National Football League. James Cotton was born in Cleveland, Ohio, United States to James Graham and Catherine... Wikipedia
neighbors from hell	american	none	F	3.9/5 · Google Play 10/10 · Steam 4.1/5 · App Store - Apple Neighbours from Hell is a Puzzle video game for Nintendo GameCube, Microsoft Windows, Xbox, Nintendo DS, Android and iOS. In Europe, it was released for Windows on June 20, 2003, and the GameCube and Xbox on March 4, 2005. The game was released... Wikipedia
chris strouth	american	none	F	Chris Strouth is an American, Minneapolis-based musician, producer, writer and filmmaker who has been active since 1986, most notably as the founder and organizer of 1990s/2000s electronica collective ... Wikipedia
list of gargoyles episodes	american	none	F	8.1/10 · IMDb 8.7/10 · TV.com The Manhattan Clan now has to deal with a city that knows about them and fears them.
show-me institute	american	none	F	The Show-Me Institute, or SMI, is an American think tank based in St. Louis, Missouri that promotes public policies that advance free market principles. Founded in 2005, the organization focuses on economic and good governance issues in the state... Wikipedia
bill brooks (coach)	american	none	F	William Townsend Brooks (February 27, 1945 – October 27, 2007) was an American football player and coach. He served as the head football coach at Canisius ...  Died: October 27, 2007 (aged 62); Greensboro, North Carolina
jack nix	american	none	F	Jack Louis Nix was an American and Canadian football player who played for the San Francisco 49ers and Saskatchewan Roughriders. He played college football at the University of Southern California. Wikipedia
matthew bullock	american	none	F	Matthew Peter Dominic Bullock is a former banker and chief executive. Since 2014, he has been Master of St Edmund's College, Cambridge. Wikipedia
dcma collective	american	none	F	DCMA Collective. 296 likes · 4 talking about this. DCMA Collective is an American clothing company owned by Joel and Benji Madden, from the band Good...
brian dinkelman	american	none	F	Brian Adam Dinkelman is an American retired professional baseball second baseman who is the manager of the Cedar Rapids Kernels, the Class-A minor-league affiliate of the Minnesota Twins. Dinkelman was drafted by the Minnesota Twins in the eighth... Wikipedia
the spirit of mickey	american	none	F	Mickey Mouse is a cartoon character and the mascot of The Walt Disney Company. He was created by Walt Disney and Ub Iwerks at the Walt Disney Studios in 1928. An anthropomorphic mouse who typically wears red shorts, large yellow shoes, and white... Wikipedia
fur-fish-game	american	none	F	FUR-FISH-GAME Magazine -- The magazine for practical outdoorsmen official home page.Subscribe nowContact UsFur-Fish-Game Online StoreShop OnlineReader PicturesCurrent Issue
bubbling troubles	american	none	F	6.7/10 · IMDb Bubbling Troubles is an American 1940 Our Gang short comedy film directed by Edward Cahn. It was the 187th Our Gang short that was released. Wikipedia
chalkzone	american	none	F	6.5/10 · IMDb 6.7/10 · TV.com Young Rudy appears like any other student at his elementary school, but he has a special gift. Rudy can draw portals with his magic chalk and use those portals to enter new worlds. The drawings that have been previously erased come to life as Rudy...
neal falls	american	none	F	Neal Falls was an American suspected serial killer shot and killed by Heather Saul, a sex worker in Charleston, West Virginia. Falls had been stopped by police in over twenty states during his life but did not incur any serious criminal charges. Wikipedia
marques johnson	american	none	F	Marques Kevin Johnson is an American retired professional basketball player. The small forward played in the National Basketball Association from 1977–1989, where he was a five-time All-Star. He spent the majority of his career with the Milwaukee... Wikipedia
wassim michael haddad	american	none	F	Wassim Michael Haddad is a Lebanese-Greek-American applied mathematician, scientist, and engineer, with research specialization in the areas of dynamical systems and control. Wikipedia
robert engels	american	none	F	Robert Engels is an American born writer, producer, and director as well as being a professor of screenwriting at Cal State Fullerton. Wikipedia
hakeem abdul-shaheed	american	none	F	Hakeem Abdul-Shaheed, aka Midget Molley, born Robert Edward Molley on March 4, 1959, is an American convicted drug dealer and organized crime leader. Robert Molley acquired the nickname 'Midget' from his family, in reference to his short height.... Wikipedia
dynetics	american	none	F	Dynetics' Small Glide Munition (SGM) is an enhanced capability, Stand-Off Precision Guided Munition (SOPGM) that can be carried on AC-130 gunships or  ...CareersWho We AreContact UsOur HistorySpace SolutionsSuppliers
scruffy (1980 film)	american	none	F	7.9/10 · IMDb Scruffy is a 1980 animated film produced by Ruby-Spears Productions and based on the 1978 children's book Scruffy: The Tuesday Dog by Jack Stoneley. Wikipedia
trump card	american	none	F	noun(in bridge, whist, and similar card games) a playing card of the suit chosen to rank above the others, which can win a trick where a card of a different suit has been led.'declarer ruffs the opening lead and plays a trump'
unfriended	american	none	F	5.5/10 · IMDb 62% · Rotten Tomatoes 3.2/5 · Facebook Six friends get a shock of their lives when they receive a message from one of their deceased friends while video chatting. While they think it is a prank, they are soon exposed to some unruly events.
scott bedbury	american	none	F	Scott A. Bedbury is an American branding consultant. He is CEO of Brandstream, a branding firm, and co-founder and chairman of Upstream Research, an analytics startup. He was Nike's advertising director from 1987–1994, and Starbucks' chief... Wikipedia
ebenezer bassett	american	none	F	Ebenezer Don Carlos Bassett was an African American who was appointed United States Ambassador to Haiti in 1869. He was the first African-American diplomat and the fourth U.S. ambassador to Haiti since the two countries established relations in... Wikipedia
lee shubert	american	none	F	Lee Shubert was a Lithuanian-born American theatre owner/operator and producer and the eldest of seven siblings of the theatrical Shubert family. Wikipedia
the alley cat (1941 film)	american	none	F	6.1/10 · IMDb The Alley Cat is an American animated short film, released in 1941 by Metro-Goldwyn-Mayer. Directed by Hugh Harman, the film centres on Butch and Toodles Galore, two cats who were subsequently integrated as recurring characters into the Tom and... Wikipedia
my gym partner's a monkey	american	none	F	5.9/10 · IMDb Adam Lyon got registered at the wrong school after a typo changing "Lyon" to "Lion" sends him to the all-animal Charles Darwin Middle School. Local zoo and aquarium kids are his classmates: gorillas, giraffes, snakes, birds, bats and fish. Adam...
heinie heitmuller	american	none	F	William Frederick "Heinie" Heitmuller was an American left fielder in Major League Baseball. He was born in San Francisco, California, and died at age 29 in Los Angeles. He was buried at Olivet Memorial Park in Colma, California. Wikipedia
kenneth arredondo	american	none	F	Kenneth Arredondo is an American IT professional. He has worked in the software development sector for companies that include IBM, Netegrity, and Unisys.  Spouse(s): Karen Arredondo
art larsen	american	none	F	Arthur David "Art" or "Tappy" Larsen was an American No. 1 male tennis player best remembered for his victory at the U.S. Championships in 1950 and for his eccentricities. He won the "Times" national sports award for the outstanding tennis player... Wikipedia
the shadows of a great city (play)	american	none	F	The Shadows of a Great City is an 1884 American play by Herbert Blaché and Aaron Hoffman. Adaptations[edit]. The film was turned into a 1913 British silent ...
joseph gallitano	american	none	F	View Joseph Gallitano's profile on LinkedIn, the world's largest professional community. Joseph has 5 jobs listed on their profile. See the complete profile on  ...Joseph Gallitano
isaac william wiley	american	none	F	Isaac William Wiley was an American who distinguished himself as a physician, a Methodist missionary to China, a pastor, as the president of a seminary, as an editor, and as a bishop of the Methodist Episcopal Church, elected in 1872. Wikipedia
big guy and rusty the boy robot (tv series)	american	none	F	7.5/10 · IMDb 7.5/10 · TV.com Robotic duo, one a mechanical colossus designed to defend the world, and a robot with emotions.
megan baltzell	american	none	F	Megan Baltzell is an American, former collegiate All-American, left-handed hitting softball catcher originally from Stafford, Virginia. She played her college career at Longwood Lancers from 2012–2015 and set various school records. Wikipedia
michael curtis reynolds	american	none	F	Michael Curtis Reynolds is an American who was convicted of terrorism-related crimes after a series of December 2005 online discussions with a US judge posing as a militant. Wikipedia
william seabrook	american	none	F	William Buehler Seabrook was an American occultist, explorer, traveler, cannibal, and journalist, born in Westminster, Maryland. He began his career as a reporter and City Editor of the Augusta Chronicle in Georgia and later became a partner in an... Wikipedia
list of wander over yonder episodes	american	none	F	7.1/10 · IMDb 4/5 · Common Sense Media 7.4/10 · TV.com Wander is an eternally optimistic intergalactic traveler who likes to do good things for others. His best friend is a quick-tempered, loyal horse named Sylvia. They travel throughout the cosmos together and go on adventures, making new friends --...
jerome carter (athlete)	american	none	F	Jerome Carter is a former American football safety. He was drafted by the St. Louis Rams in the fourth round of the 2005 NFL Draft. He played college football at Florida State. Carter has also been a member of the Dallas Cowboys and Florida... Wikipedia
my little pony: equestria girls – rainbow rocks	american	none	F	6.9/10 · IMDb The Rainbooms, a musical group featuring Rainbow Dash (Ashleigh Ball), Applejack, Pinkie Pie (Andrea Libman), Rarity and Fluttershy, battle their rivals in a school competition.
lycoseris	american	none	F	Lycoseris is a genus of Latin American flowering plants in the family Asteraceae. Species Lycoseris boliviana Britton - Bolivia, Mato Grosso do Sul Lycoseris colombiana K.Egeröd - Cauca Lycoseris crocata S.F.Blake - Colombia, Central America... Wikipedia
criscia	american	none	F	Criscia is a genus of South American flowering plants in the gerbera tribe within the sunflower family. Species. The only known species is Criscia stricta, native to Uruguay, Brazil (Rio Grande do Sul, Paraná), and Argentina (Buenos Aires, Misiones, Corrientes, Entre Ríos).
dovid s. gottlieb	american	none	F	Dovid Gottlieb (October 18, 1973) is an American-born Orthodox rabbi. He is currently the rabbi of Ganei Ha'Ela, a new community being built in the suburbs of Ramat Beit Shemesh, as well as on the faculty member of Yeshivat Har Etzion. Education · Professional career · Publications
big man from the north	american	none	F	5.7/10 · IMDb Big Man from the North is an American animated short film. It is a Looney Tunes cartoon, featuring Bosko, the first star of the series. It was released in January 1931, although some sources give an unspecified date in 1930. Wikipedia
andy pafko	american	none	F	Andrew Pafko was an American professional baseball player. He played in Major League Baseball for the Chicago Cubs, Brooklyn Dodgers, and Milwaukee Braves. He batted and threw right-handed and played center field. Pafko was born in Boyceville,... Wikipedia
the sacrament (2013 film)	american	none	F	6.1/10 · IMDb 64% · Rotten Tomatoes 49% · Metacritic Found footage reveals the events surrounding an investigative team's visit to a remote commune, led by a dangerous fanatic who maintains an iron grip on his followers.
burger lounge	american	none	F	Burger Lounge. Grass-Fed Beef. Local Produce. Living Green. Modern Digs. Be it a full-on burger-fries-shake splurge, or a fresh salad... SoCal, Bay Area, Las ... Menu · Locations · Shop Burger Lounge · Noise Section for Burger ...
mike enos	american	none	F	Michael "Mike" Enos is an American retired professional wrestler. He is best known for his appearances with the American Wrestling Association and World Championship Wrestling under his birth name and with the World Wrestling Federation as Blake... Wikipedia
sweet honey in the rock	american	none	F	Sweet Honey in the Rock is an all-woman, African-American a cappella ensemble. They are an American three-time Grammy Award–nominated troupe who express their history as African-American women through song, dance, and sign language. Wikipedia
eda warren	american	none	F	Eda Warren was an American film editor. She began her Hollywood career as a secretary and started editing films in the late 1920s. Her editing career continued through 1968. Wikipedia
east west players	american	none	F	The Nation's Premier Asian American Theatre, producing Asian American works for over 40 years and providing theatre arts education for everyone.TicketsJobs & AuditionsOn the StageAboutStaffContact
lol (2012 film)	american	none	F	4.4/10 · IMDb 17% · Rotten Tomatoes 2.3/5 · Letterboxd Lola, a teenager, learns to deal with the ups and downs of adolescent life, relationships, misunderstandings, friends and her single mother who is shocked when she finds out about her lifestyle.
simon diamond	american	none	F	Patrick Kenney is an American retired professional wrestler and baseball player, better known by his ring name, Simon Diamond. He most recently worked for professional wrestling promotion Impact Wrestling as a producer. Diamond is best known for... Wikipedia
michael curry	american	none	F	Michael Bruce Curry is an American bishop. He is the 27th and current presiding bishop and primate of The Episcopal Church. Elected in 2015, he is the first African American to serve as presiding bishop in The Episcopal Church. He was previously... Wikipedia
southwestern baptist theological seminary	american	none	F	The Southwestern Baptist Theological Seminary is a private, non-profit institution of higher education associated with the Southern Baptist Convention; the seminary was established in 1908, and is located in Fort Worth, Texas.
jane eyre (1996 film)	american	none	F	6.8/10 · IMDb 74% · Rotten Tomatoes Based on Charlotte Bronte's novel of the same name, a story of an orphan with a difficult childhood who works as a governess and falls in love with her master. Will they ever marry?
six chuter skye ryder aerochute	american	none	F	The Six Chuter Skye Ryder Aerochute is an American powered parachute that was designed and produced by Six Chuter of Yakima, Washington. Now out of production, when it was available the aircraft was supplied as a kit for amateur construction. Wikipedia
bounty hunters (tv series)	american	none	F	Bounty Hunters is a British comedy drama series that first aired on 25 October 2017 on Sky One. Pairing an odd couple together in a series of mishaps.
shimmer women athletes	american	none	F	Shimmer Women Athletes is an American, Chicago-based independent women's professional wrestling promotion which held its first event on November 6, 2005. Wikipedia
chuck perkins	american	none	F	Chuck Perkins is an American spoken word poet, orator, narrator, and activist who infuses the rhythms and vernacular from the Crescent City into his musical spoken word pieces. The New Orleans Times-Picayune says that he "recites poetry like a... Wikipedia
curious george: a very monkey christmas	american	none	F	6.4/10 · IMDb George, a playful monkey, and his human friend prepare to welcome Christmas and wonder what to gift each other.
aukai collins	american	none	F	Aukai Collins, also known as Aqil Collins was an American of Irish descent who converted to Islam and fought with Chechen irregulars of the Chechen Republic of Ichkeria. He was wounded in combat with elements of a Russian Spetsnaz unit from which... Wikipedia
the beatles (tv series)	american	none	F	7.1/10 · IMDb 7.1/10 · TV.com The musical adventures of the British band, underscored by their music.
mariusz kolodziej	american	none	F	Mariusz Kolodziej is a Polish-American entrepreneur and boxing promoter, living and working in the United States. Wikipedia
paraplane pse-2 osprey	american	none	F	The Paraplane PSE-2 Osprey is an American powered parachute that was designed and produced by Paraplane International of Medford, New Jersey. Now out of production, when it was available the aircraft was supplied as a kit for amateur construction.... Wikipedia
hulk and the agents of s.m.a.s.h.	american	none	F	6.1/10 · IMDb 7.1/10 · TV.com The Incredible Hulk teams up with the agents of S.M.A.S.H. to bring down the evil supervillains who threaten to destroy planet Earth.
hate crime (2012 film)	american	none	F	4.7/10 · IMDb After a Jewish family moves into a new neighborhood, drug-crazed Neo-Nazis invade the home.
james george barbadoes	american	none	F	James George Barbadoes was an African-American, Community Leader, and Abolitionist in Boston, Massachusetts in the early 19th century. Dedicated to improving the lives of people of color at the local level, as well as the national level. Wikipedia
j. j. johnston	american	none	F	J.J. Johnston is an American theatre and film actor and boxing historian and writer. Wikipedia
the goode family	american	none	F	6.3/10 · IMDb 5.9/10 · TV.com "King of the Hill" creator Mike Judge dreamed up this new animated comedy series about a clan whose members are obsessed with doing the right thing, although their efforts usually produce unintentionally comic results.
the dam keeper	american	none	F	8/10 · IMDb A young pig is weighed down by an important job, but everything changes when a new classmate arrives.
rick lombardo	american	none	F	Rick Lombardo is a prolific and award-winning American theatre director, playwright and adaptor. He is the former Producing Artistic Director of San Jose Repertory Theatre, and the former Artistic Director of New Repertory Theatre in Watertown,... Wikipedia
wardell gilbreath	american	none	F	Wardell Gilbreath is an American retired sprinter. Wikipedia
beau sia	american	none	F	Beau Sia is an American slam poet. Wikipedia
bryce miller	american	none	F	Bryce Miller is an American racing driver from Summit, New Jersey. He currently drives in the NASCAR owned Tudor United Sportscar Championship for Paul Miller Racing. Wikipedia
steve davis (pitcher)	american	none	F	Steven Kennon Davis is an American retired professional baseball pitcher who played for three seasons in Major League Baseball. He played for the Toronto Blue Jays from 1985 to 1986 and the Cleveland Indians in 1989. Wikipedia
devil town	american	none	F	23-Jul-2018 · Robbie's social media: twitter: https://twitter.com/cavetown facebook: https://www. facebook.com ...Duration: 3:01 Posted: 23-Jul-2018
charles lemert	american	none	F	Charles Lemert is an American born social theorist and sociologist. He has written extensively on social theory, globalization and culture. Wikipedia
kristin espinasse	american	none	F	Kristin Espinasse is an American-born author and photographer. She is the author of the book Words in a French Life: Lessons in Love and Language from the South of France. She is also the creator and editor of the thrice-weekly French Word-a-Day... Wikipedia
johnny sylvester	american	none	F	John Dale Sylvester was an American packing machinery company executive who was best known for a promise made to him by Babe Ruth during the 1926 World Series. Sylvester was seriously ill and hospitalized. Wikipedia
wreck-it ralph	american	none	F	7.7/10 · IMDb 4.1/5 · Facebook 87% · Rotten Tomatoes Ralph is tired of playing the role of a bad guy and embarks on a journey to become a video game hero. But Ralph accidentally lets loose a deadly enemy that threatens the entire arcade.
list of spongebob squarepants cast members	american	none	F	8.1/10 · IMDb 8.5/10 · TV.com A yellow sea sponge named SpongeBob SquarePants, who enjoys being a cook at Krusty Krab, lives in the Pacific Ocean. He embarks on various adventures with his friends at Bikini Bottom.
the loud house	american	none	F	7.3/10 · IMDb 8/10 · TV.com Things are crowded in the Loud household, with 11 children -- 10 girls and one boy -- causing craziness in the house. As the only boy, 11-year-old Lincoln is in the middle of all of the chaos. Whether his sisters are giving him unwanted makeovers...
clark: a gonzomentary	american	none	F	7.9/10 · IMDb Clark: A Gonzomentary is an American 2013 gonzo journalism-styled mockumentary written, directed and produced by Daniel D.W. Wikipedia
the halcyon company	american	none	F	The Halcyon Company is an American privately financed, media development company headed by Victor Kubicek and Derek Anderson. They are perhaps best known for acquiring the global rights to the Terminator franchise in 2007 and for producing Terminator Salvation, which was released worldwide in the summer of 2009.  Products: Terminator franchise Industry: Film industry Headquarters: Los Angeles, California
bill nye the science guy	american	none	F	William Sanford Nye, popularly known as Bill Nye the Science Guy, is an American science communicator, television presenter, and mechanical engineer. Wikipedia
bellisio foods	american	none	F	Bellisio Foods, Inc. is a fast growing, global company with a long history of providing quality, innovative food that meets and exceeds consumers' needs. Company · Careers · Brands · Bellisio Foods Today
samson dyer	american	none	F	Samson Gabriel Dyer aka Sampson Dyers was an African-American noted for his association with Dyer Island off the Cape Agulhas coast of South Africa. He was born in Newport, Rhode Island. As a young man Dyer moved to Nantucket where he found work... Wikipedia
bloomin mud shuffle	american	none	F	6.9/10 · IMDb Lonnie's life hasn't changed much since he graduated high school. His only hope for the future lies in taking his physical relationship with coworker Monica to the next level.
nabalus	american	none	F	Nabalus is a genus of Asian and North American flowering plants in the dandelion tribe within the daisy family. Wikipedia
chris bingham	american	none	F	Chris Bingham's general research interests revolve around organizational learning, adaptation, growth, innovation and strategic decision making in ...
jeffrey r. macdonald	american	none	F	Jeffrey Robert MacDonald is a former American physician and United States Army officer who was convicted in 1979 of murdering his pregnant wife and two daughters in February 1970. Wikipedia
caroline bowman	american	none	F	Caroline Bowman is an American theatre actress who has performed in multiple Broadway musicals, including Fame, Grease, Spamalot, Evita, Wicked, Kinky Boots, and soon will be appearing on the national tour of Frozen. Wikipedia
michael robertson (tennis)	american	none	F	Michael Robertson is a former South African-American, professional tennis player. Robertson attended the University of Miami. He was the 1981 French Open Junior doubles winner. Wikipedia
october baby	american	none	F	6.7/10 · IMDb 23% · Rotten Tomatoes 32% · Metacritic A beautiful and naïve college freshman sets out on a road trip with her misfit friends to discover herself after she learns that her entire life is a lie.
ali s. khan	american	none	F	Ali S. Khan is an American practicing physician and former Director of the Office of Public Health Preparedness and Response at the Centers for Disease Control and Prevention. Wikipedia
perennial pictures film corporation	american	none	F	Perennial Pictures Film Corporation is an independent American animated cartoon studio founded by G. Brian (Jerry) Reynolds and Russ Harris in 1979.
stephen mattoon	american	none	F	Stephen Mattoon was an American Presbyterian missionary who worked in Siam from 1847 to 1864. His works include the translation of the New Testament into the Thai language. After returning to the U.S., Mattoon was appointed as the first President... Wikipedia
william wright (actor)	american	none	F	William Wright was an American leading man in films who was most popular in the 1940s when he was typically compared to Clark Gable, whose career was temporarily derailed by World War II. Wright even played Gable's part in a 1945 musical comedy... Wikipedia
james r. reid	american	none	F	James R. Reid was a Canadian American who was a Presbyterian minister. He served as the second president of Montana State University from 1894 to 1904. Wikipedia
marcus parker	american	none	F	Marcus Flame Monroe Parker is on Facebook. Join Facebook to connect with Marcus Flame Monroe Parker and others you may know. Facebook gives people  ...
mack self	american	none	F	Wiley Laverne "Mack" Self was an American rockabilly singer, songwriter and musician, who recorded for Sun Records in the 1950s and was a member of the Rockabilly Hall of Fame. Wikipedia
joseph zack kornfeder	american	none	F	Joseph Zack Kornfeder (1898–1963), AKA Joseph Zack, as "Joe" to friends, and sometimes surnamed "Kornfedder" in the press, was an Austro-Hungarian-born ... Background · Career · Works
blue ridge limited	american	none	F	Flagship Infrastructure Pvt. Ltd. Paranjape Schemes Venture, S.No.173, Near Cognizant Sys, Rajiv Gandhi Infotech Park - Phase-I, Hinjewadi, Pune - 411 057.
joaquin zihuatanejo	american	none	F	Joaquin Zihuatanejo is an American slam poet and teacher. In 2004, Zihuatanejo competed in the National Poetry Slam as part of the Dallas Poetry Slam team, which placed third. He also appeared on HBO's Def Poetry in 2005. Wikipedia
godzilla: the series	american	none	F	6.7/10 · IMDb 8.6/10 · TV.com Animated adventures based on the blockbuster film.
hypodynerus	american	none	F	Hypodynerus is a South American, primarily Andean, genus of potter wasps with most of its described species inhabiting Chile. The species included in Hypodynerus include: Wikipedia
all-new dennis the menace	american	none	F	7.3/10 · IMDb 5.8/10 · TV Time 6.3/10 · TV.com The mischievous comic book character continues to pester his neighbor, Mr. Wilson.
angus sutherland (actor)	american	none	F	Angus Sutherland was born on September 3, 1982 in Los Angeles, California, USA as Angus Redford Sutherland. He is an actor and producer, known for November Criminals (2017), Undefeated (2011) and Kidnap (2017).
john s. robinson (governor)	american	none	F	John S. Robinson (governor) John Staniford Robinson (November 10, 1804 – April 25, 1860) was an American lawyer and politician. He is most notable for his service as the 22nd Governor of Vermont from 1853 to 1854. Biography · Career
the marshal of gunsight pass	american	none	F	8.2/10 · IMDb 4.7/10 · TV.com The Marshal of Gunsight Pass is an American 1950 live broadcast western television series starring Russell Hayden, former Country music singer Eddie Dean, and Riley Hill as Marshal #1, Marshal #2, and Marshal #3, respectively. Hayden is not... Wikipedia
rich brennan	american	none	F	Richard John Brennan is an American retired professional ice hockey defenceman. He played briefly in the NHL with a number of teams including the Colorado Avalanche, San Jose Sharks, New York Rangers, Los Angeles Kings, Nashville Predators, and... Wikipedia
connor de phillippi	american	none	F	Connor De Phillippi is an American professional racing driver, and BMW Motorsport works driver. Wikipedia
list of foster's home for imaginary friends episodes	american	none	F	7.6/10 · IMDb 8.8/10 · TV.com Sometimes imaginary friends get lost or kids outgrow them and that's why Madame Foster started Foster's Home for Imaginary Friends. When kids dream up pals, they come to life and the house is filled with diverse characters waiting to be reunited...
w. j. h. traynor	american	none	F	William James Henry Traynor was a Canadian-American anti-Catholic political activist. He is best known for heading the American Protective Association, ...
phoenix industries cv1 paraflyer	american	none	F	The Phoenix Industries CV1 ParaFlyer is an American powered parachute that was designed and produced by Phoenix Industries of Southampton, New Jersey. Now out of production, when it was available the aircraft was supplied as a complete... Wikipedia
david hendin	american	none	F	David Bruce Hendin is an expert American numismatist specializing in ancient Jewish and Biblical coins and their archaeology. Throughout his career, Hendin has also been known as a medical journalist, newspaper columnist, publishing executive,... Wikipedia
archipelago books	american	none	F	Brooklyn-based not-for-profit publisher dedicated to promoting cross-cultural exchange through international literature in translation since 2003.BooksContactLatest CatalogueAboutStaff & BoardAuthors
nastia liukin	american	none	F	Anastasia Valeryevna "Nastia" Liukina is a Russian American former artistic gymnast. She is the 2008 Olympic all-around champion, a five-time Olympic medalist, the 2005 and 2007 world champion on the balance beam, and the 2005 world champion on... Wikipedia
virginia schau	american	none	F	Virginia Margaret Schau was an American who was the first woman and second amateur to win the Pulitzer Prize for Photography, which she was awarded in 1954. The award winning photograph was taken in Redding, California at the Pit River Bridge and... Wikipedia
