security and risk management	organization's ongoing security posture	none
one point	research director	none
security capabilities	market research firm Enterprise Management Associates	none
heart	security	none
processes	security	none
processes	people	none
processes	heart	none
heart	people	none
security	issue	none
processes	issue	none
people	issue	none
heart	issue	none
security	people	none
top	changes	none
defenses	regular basis	none
security operations teams	good security hygiene	none
defenses	attack simulation	none
exploitable vulnerability	testing	none
changes	exploitable vulnerability	none
attack simulation	regular basis	none
testing	security operations teams	none
changes	defenses	none
top	good security hygiene	none
top	defenses	none
exploitable vulnerability	defenses	none
testing	attack simulation	none
changes	testing	none
top	testing	none
attack simulation	good security hygiene	none
security operations teams	regular basis	none
security operations teams	defenses	none
testing	regular basis	none
top	regular basis	none
changes	regular basis	none
defenses	good security hygiene	none
security operations teams	attack simulation	none
exploitable vulnerability	regular basis	none
top	attack simulation	none
testing	defenses	none
changes	security operations teams	none
top	security operations teams	none
changes	attack simulation	none
exploitable vulnerability	security operations teams	none
top	exploitable vulnerability	none
exploitable vulnerability	attack simulation	none
exploitable vulnerability	good security hygiene	none
regular basis	good security hygiene	none
changes	good security hygiene	none
testing	good security hygiene	none
Security Tools	Intended Keysight's Threat Simulator solution	none
Threat Simulator	Intended Keysight's Threat Simulator solution	none
Threat Simulator	Security Tools	concept
Confidence	Security Tools	none
Threat Simulator	Confidence	none
Confidence	Intended Keysight's Threat Simulator solution	none
organization	security tools effectiveness	none
security tools	method	hypernym
method	security tools effectiveness	none
security tools	security tools effectiveness	none
enterprise security operations teams	security tools effectiveness	none
method	organization	none
enterprise security operations teams	organization	none
security tools	organization	none
enterprise security operations teams	method	none
security tools	enterprise security operations teams	none
"continuous, automated security assessment"	organizations	none
gaps	end	none
environment drift	security configurations	none
"continuous, automated security assessment"	related group	none
someone	related group	none
IT	change	none
"continuous, automated security assessment"	security configurations	none
malicious intent	clear remediation steps	none
someone	IT	none
environment drift	end	none
security configurations	patented recommendation engine	none
IT	gaps	none
environment drift	malicious intent	none
related group	patented recommendation engine	none
malicious intent	It	none
someone	It	none
malicious intent	organizations	none
clear remediation steps	result	none
environment drift	related group	none
"continuous, automated security assessment"	change	none
security configurations	gaps	none
result	gaps	none
result	It	none
security configurations	IT	none
malicious intent	someone	none
security configurations	It	none
IT	end	none
related group	end	none
security configurations	end	none
gaps	related group	none
clear remediation steps	patented recommendation engine	none
someone	gaps	none
organizations	related group	none
environment drift	patented recommendation engine	none
malicious intent	gaps	none
change	end	none
environment drift	It	none
security configurations	someone	none
IT	It	none
security configurations	result	none
result	end	none
malicious intent	change	none
gaps	patented recommendation engine	none
clear remediation steps	organizations	none
clear remediation steps	related group	none
end	It	none
"continuous, automated security assessment"	someone	none
environment drift	clear remediation steps	none
malicious intent	result	none
someone	end	none
organizations	patented recommendation engine	none
someone	result	none
change	It	none
malicious intent	patented recommendation engine	none
change	patented recommendation engine	none
result	related group	none
related group	It	none
"continuous, automated security assessment"	It	none
clear remediation steps	someone	none
malicious intent	IT	none
organizations	end	none
malicious intent	related group	none
change	organizations	none
change	related group	none
environment drift	result	none
clear remediation steps	change	none
result	patented recommendation engine	none
environment drift	someone	none
"continuous, automated security assessment"	clear remediation steps	none
result	IT	none
clear remediation steps	gaps	none
someone	organizations	none
result	change	none
clear remediation steps	end	none
result	organizations	none
IT	patented recommendation engine	none
"continuous, automated security assessment"	gaps	none
gaps	It	none
security configurations	change	none
"continuous, automated security assessment"	result	none
clear remediation steps	IT	none
clear remediation steps	It	none
environment drift	organizations	none
security configurations	organizations	none
change	gaps	none
organizations	It	none
IT	organizations	none
someone	change	none
IT	related group	none
patented recommendation engine	end	none
"continuous, automated security assessment"	patented recommendation engine	none
patented recommendation engine	It	none
"continuous, automated security assessment"	end	none
gaps	organizations	none
"continuous, automated security assessment"	malicious intent	none
malicious intent	end	none
security configurations	clear remediation steps	none
"continuous, automated security assessment"	IT	none
someone	patented recommendation engine	none
security configurations	malicious intent	none
"continuous, automated security assessment"	environment drift	none
environment drift	gaps	none
environment drift	IT	none
security configurations	related group	none
environment drift	change	none
Ixia Solutions Group	Security Group	concept 
Today's network and security teams security solutions	continuous basis	none
security solutions	Today's network and security teams security solutions	none
Keysight Network Applications	Today's network and security teams	none
Today's network and security teams	Ixia Solutions Group	none
security solutions	Keysight Network Applications	none
Keysight Network Applications	continuous basis	none
Today's network and security teams	Security Group	none
vice president	Today's network and security teams security solutions	none
Today's network and security teams	continuous basis	none
security solutions	Ixia Solutions Group	none
Ixia Solutions Group	Today's network and security teams security solutions	none
Security Group	Today's network and security teams security solutions	none
security solutions	continuous basis	none
vice president	Today's network and security teams	none
security solutions	vice president	none
Scott Register	vice president	none
vice president	continuous basis	none
security solutions	Security Group	none
Ixia Solutions Group	continuous basis	none
Scott Register	Ixia Solutions Group	none
vice president	Ixia Solutions Group	none
Scott Register	Security Group	none
Scott Register	Keysight Network Applications	none
vice president	Keysight Network Applications	none
Scott Register	security solutions	none
Scott Register	continuous basis	none
vice president	Security Group	none
Today's network and security teams	Today's network and security teams security solutions	none
Keysight Network Applications	Ixia Solutions Group	none
security solutions	Today's network and security teams	none
Scott Register	Today's network and security teams security solutions	none
Keysight Network Applications	Today's network and security teams security solutions	none
Scott Register	Today's network and security teams	none
Keysight Network Applications	Security Group	none
Security Group	continuous basis	none
security skills	lack	none
security skills	misconfigurations	none
lack	misconfigurations	none
Security breaches	capable products	none
capable products	misconfigurations	none
security skills	Security breaches	none
lack	Security breaches	none
security skills	capable products	none
lack	capable products	none
Security breaches	misconfigurations	none
easy task	coverage gaps	none
live network	coverage gaps	none
easy task	live network	none
security operations teams	gaps	none
gaps security posture	gaps	none
Threat Simulator	security operations teams	none
gaps security posture	actionable insight	none
actionable insight	gaps	none
gaps security posture	security operations teams	none
Threat Simulator	actionable insight	none
Threat Simulator	gaps	none
gaps security posture	Threat Simulator	none
security operations teams	actionable insight	none
Keysight's Breach Defense SecOps platform	ThreatARMOR	instance 
threat intelligence gateway	Keysight's Breach Defense SecOps platform	none
Threat Simulator	Keysight's Breach Defense SecOps platform	instance
ThreatARMOR	addition	none
Threat Simulator	threat intelligence gateway	none
threat intelligence gateway	addition	none
Keysight's Breach Defense SecOps platform	addition	none
Threat Simulator	ThreatARMOR	instance
Threat Simulator	addition	none
threat intelligence gateway	ThreatARMOR	instance
event management	attack surface	none
up to 80%	source	none
malicious traffic	source	none
ThreatARMOR	source	none
number	existing security infrastructure	none
number	security information	none
attack surface	source	none
SIEM alerts	source	none
attack surface	security information	none
number	up to 80%	none
number	attack surface	none
SIEM alerts	event management	none
SIEM alerts	existing security infrastructure	none
SIEM alerts	malicious traffic	none 
SIEM alerts	ThreatARMOR	none
SIEM alerts	security information	hypernym
existing security infrastructure	source	none
security information	source	none
up to 80%	event management	none
event management	source	none
up to 80%	attack surface	none
malicious traffic	up to 80%	none
ThreatARMOR	up to 80%	none
malicious traffic	event management	none
ThreatARMOR	event management	none
malicious traffic	attack surface	none
ThreatARMOR	attack surface	none
up to 80%	existing security infrastructure	none
up to 80%	security information	none
malicious traffic	number	none
ThreatARMOR	number	none
malicious traffic	existing security infrastructure	none
malicious traffic	security information	none
ThreatARMOR	existing security infrastructure	concept
ThreatARMOR	security information	none
SIEM alerts	up to 80%	none
SIEM alerts	number	none
existing security infrastructure	security information	none
event management	existing security infrastructure	none
event management	security information	none
number	event management	none
SIEM alerts	attack surface	none
number	source	none
attack surface	existing security infrastructure	none
malicious traffic	ThreatARMOR	none
unassigned IP addresses	line-rate speeds	none
unassigned IP addresses	SIEM tools	none
known bad IP addresses	ThreatARMOR	none
geography	network	none
traffic	SIEM tools	none
internal devices	malicious IP addresses	none
geography	line-rate speeds	none
unused IP space	domains	none
internal devices	unassigned IP addresses	none
network	line-rate speeds	none
known bad IP addresses	SIEM tools	none
known bad IP addresses	line-rate speeds	none
known botnet C&C servers	SIEM tools	none
network	unassigned IP addresses	none
malicious IP addresses	traffic	none
malicious IP addresses	unused IP space	none
known botnet C&C servers	traffic	none
unused IP space	unassigned IP addresses	none
known botnet C&C servers	unused IP space	none
domains	traffic	none
unused IP space	line-rate speeds	none
internal devices	SIEM tools	none
internal devices	ThreatARMOR	none
geography	domains	none
known bad IP addresses	unused IP space	none
ThreatARMOR	unassigned IP addresses	none
known bad IP addresses	network	none
known bad IP addresses	malicious IP addresses	none
geography	traffic	none
network	traffic	none
domains	ThreatARMOR	none
malicious IP addresses	SIEM tools	none
network	ThreatARMOR	none
internal devices	domains	none
malicious IP addresses	line-rate speeds	none
geography	ThreatARMOR	none
geography	SIEM tools	none
geography	malicious IP addresses	none
internal devices	network	none
known bad IP addresses	unassigned IP addresses	none
domains	SIEM tools	none
domains	line-rate speeds	none
ThreatARMOR	traffic	none
internal devices	traffic	none
known botnet C&C servers	geography	none
known botnet C&C servers	internal devices	none
known bad IP addresses	known botnet C&C servers	none
malicious IP addresses	unassigned IP addresses	none
traffic	unassigned IP addresses	none
unused IP space	SIEM tools	none
geography	unassigned IP addresses	none
known botnet C&C servers	ThreatARMOR	none
geography	unused IP space	none
malicious IP addresses	network	none
known botnet C&C servers	malicious IP addresses	none
known botnet C&C servers	unassigned IP addresses	none
known bad IP addresses	geography	none
malicious IP addresses	ThreatARMOR	none
known botnet C&C servers	network	none
network	SIEM tools	none
SIEM tools	line-rate speeds	none
known bad IP addresses	domains	none
known bad IP addresses	traffic	none
traffic	line-rate speeds	none
unused IP space	network	none
ThreatARMOR	SIEM tools	none
ThreatARMOR	line-rate speeds	none
known botnet C&C servers	line-rate speeds	none
internal devices	line-rate speeds	none
malicious IP addresses	domains	none
internal devices	unused IP space	none
unused IP space	ThreatARMOR	none
known bad IP addresses	internal devices	none
known botnet C&C servers	domains	none
unused IP space	traffic	none
domains	network	none
domains	unassigned IP addresses	none
geography	internal devices	none
leading technology company	Inc NYSE	none
governments	enterprises	none
Keysight Technologies	Inc NYSE	none
governments	Inc NYSE	none
enterprises	innovation	none
KEYS	Inc NYSE	none
world	KEYS	none
Keysight Technologies	leading technology company	concept
governments	leading technology company	none
governments	world	none
leading technology company	KEYS	none
service providers	KEYS	none
service providers	governments	none
enterprises	world	none
Keysight Technologies	KEYS	none
leading technology company	innovation	none
service providers	leading technology company	none
world	innovation	none
service providers	Inc NYSE	none
Keysight Technologies	enterprises	concept
Inc NYSE	innovation	none
KEYS	innovation	none
enterprises	leading technology company	none
service providers	enterprises	none
Keysight Technologies	innovation	none
governments	innovation	none
enterprises	Inc NYSE	none
Keysight Technologies	governments	none
service providers	Keysight Technologies	none
Keysight Technologies	world	none
enterprises	KEYS	none
governments	KEYS	none
service providers	world	none
world	Inc NYSE	none
service providers	innovation	none
world	leading technology company	none
electronic products	manufacturing test	none
electronic products	offerings	none
manufacturing test	to optimization	none
cloud environments	manufacturing test	none
cloud environments	offerings	none
offerings	to optimization	none
networks	electronic products	none
prototype validation	offerings	none
design simulation	to optimization	none
prototype validation	lower cost	none
networks	manufacturing test	none
networks	offerings	none
networks	prototype validation	none
cloud environments	design simulation	none
design simulation	Keysight's solutions	none
manufacturing test	lower cost	none
offerings	lower cost	none
electronic products	Keysight's solutions	none
design simulation	lower cost	none
electronic products	lower cost	none
networks	to optimization	none
networks	design simulation	none
prototype validation	Keysight's solutions	none
networks	Keysight's solutions	none
Keysight's solutions	lower cost	none
manufacturing test	design simulation	none
to optimization	lower cost	none
manufacturing test	Keysight's solutions	none
offerings	Keysight's solutions	none
cloud environments	to optimization	none
electronic products	design simulation	none
electronic products	to optimization	none
networks	lower cost	none
design simulation	prototype validation	none
design simulation	offerings	none
cloud environments	Keysight's solutions	none
manufacturing test	offerings	none
prototype validation	to optimization	none
networks	cloud environments	none
cloud environments	electronic products	none
manufacturing test	prototype validation	none
Keysight's solutions	to optimization	none
electronic products	prototype validation	none
cloud environments	lower cost	none
cloud environments	prototype validation	none
end markets	general electronics	none
semiconductor	general electronics	none
aerospace	general electronics	none
semiconductor	aerospace	none
worldwide communications ecosystem	Customers	none
end markets	aerospace	none
general electronics	Customers	none
worldwide communications ecosystem	energy	none
worldwide communications ecosystem	semiconductor	none
aerospace	energy	none
defense	general electronics	none
aerospace	defense	none
aerospace	Customers	none
worldwide communications ecosystem	general electronics	none
defense	Customers	none
end markets	semiconductor	none
defense	energy	none
worldwide communications ecosystem	defense	none
energy	Customers	none
end markets	worldwide communications ecosystem	none
end markets	Customers	none
worldwide communications ecosystem	aerospace	none
semiconductor	Customers	none
semiconductor	defense	none
end markets	energy	none
energy	general electronics	none
end markets	defense	none
semiconductor	energy	none
Keysight	fiscal year	none
fiscal year	revenues	none
Keysight	revenues	none
