cyberattacks	Hyper Box	none
domestic and international service providers	Hyper Box	none
attack traffic	network	none
onslaught	attack traffic	none
onslaught	network	none
ways	it	none
user systems	Attack traffic	none
server	user systems	none
extra measures	Attack traffic	none
extra measures	server	none
server	Attack traffic	none
extra measures	user systems	none
Essential security infrastructures	place	none
IDSs	place	none
Essential security infrastructures	firewalls	hyponym
IDSs	firewalls	none
Essential security infrastructures	IDSs	hyponym
firewalls	place	none
users	private enterprises	none
counterattacks	risk	none
user communication	networks	none
private enterprises	shared networks	none
services	networks	none
counterattacks	private enterprises	none
aggressive measures	counterattacks	none
shared networks	networks	hypernym
risk	networks	none
users	shared networks	none
services	user communication	hyponym
shared networks	risk	hypernym
aggressive measures	networks	none
aggressive measures	risk	none
services	users	none
aggressive measures	user communication	none
aggressive measures	private enterprises	none
private enterprises	user communication	none
aggressive measures	users	none
counterattacks	networks	none
services	shared networks	none
user communication	risk	none
services	aggressive measures	none
services	counterattacks	none
counterattacks	user communication	none
aggressive measures	shared networks	none
services	risk	none
counterattacks	users	none
shared networks	user communication	none
users	risk	none
services	private enterprises	none
users	networks	none
users	user communication	none
private enterprises	risk	none
private enterprises	networks	none
counterattacks	shared networks	none
Engineering department	who	none
who	manual countermeasures	none
Mr. Naoya Matsuura	network and security operations	none
network and security operations	manual countermeasures	none
Mr. Naoya Matsuura	Hyper Box	none
Mr. Naoya Matsuura	result	none
massive attack traffic	who	none
result	Engineering department	none
result	Hyper Box	none
massive attack traffic	Hyper Box	none
massive attack traffic	Engineering department	none
who	Hyper Box	none
massive attack traffic	manual countermeasures	none
massive attack traffic	Mr. Naoya Matsuura	none
network and security operations	Engineering department	none
Mr. Naoya Matsuura	Engineering department	none
result	who	none
Mr. Naoya Matsuura	manual countermeasures	none
Engineering department	manual countermeasures	none
Hyper Box	manual countermeasures	none
network and security operations	who	none
massive attack traffic	result	none
Mr. Naoya Matsuura	who	none
Engineering department	Hyper Box	none
result	manual countermeasures	none
massive attack traffic	network and security operations	none
result	network and security operations	none
network and security operations	Hyper Box	none
ThreatARMOR	countermeasures	concept
article	countermeasures	none
countermeasures	Hyper Box	none
article	Hyper Box	none
ThreatARMOR	article	none
ThreatARMOR	Hyper Box	none
Mr. Matsuura	same idea	none
Mr. Matsuura	unnecessary traffic	none
Mr. Matsuura	manual countermeasures	none
unnecessary traffic	manual countermeasures	none
known threats	manual countermeasures	none
unnecessary traffic	same idea	none
manual countermeasures	same idea	none
concept	unnecessary traffic	none
known threats	unnecessary traffic	none
Mr. Matsuura	known threats	none
concept	known threats	none
known threats	same idea	none
concept	same idea	none
concept	Mr. Matsuura	none
concept	manual countermeasures	none
ThreatARMOR	time	none
new product	time	none
ThreatARMOR	new product	concept
Ixia	actual user machines	none
Mr. Matsuura	actual user machines	none
Ixia	Mr. Matsuura	none
Mr. Matsuura	new product	none
new product	demonstration	none
ThreatARMOR	proof	none
concept	new product	none
concept	Mr. Matsuura	none
new product	proof	none
PoC tests	new product	none
concept	network	none
demonstration	proof	none
new product	ThreatARMOR	instance
concept	ThreatARMOR	none
new product	network	none
concept	proof	none
Mr. Matsuura	demonstration	none
Mr. Matsuura	ThreatARMOR	none
demonstration	ThreatARMOR	none
PoC tests	proof	none
concept	demonstration	none
PoC tests	ThreatARMOR	none
PoC tests	network	none
network	ThreatARMOR	none
Mr. Matsuura	network	none
concept	PoC tests	none
Mr. Matsuura	proof	none
network	demonstration	none
PoC tests	demonstration	none
Mr. Matsuura	PoC tests	none
network	proof	none
blocked traffic	ThreatARMOR	none
main one proprietary “ATI Rap Sheet	blocked traffic	none
many reasons	blocked traffic	none
blocked traffic	main one	none
many reasons	main one	none
Mr. Matsuura	blocked traffic	none
Mr. Matsuura	ThreatARMOR	none
Mr. Matsuura	instance	none
main one proprietary “ATI Rap Sheet	main one	none
many reasons	ThreatARMOR	none
Mr. Matsuura	many reasons	none
main one	instance	none
many reasons	instance	none
main one proprietary “ATI Rap Sheet	Mr. Matsuura	none
main one proprietary “ATI Rap Sheet	instance	none
ThreatARMOR	main one	none
Mr. Matsuura	main one	none
main one proprietary “ATI Rap Sheet	many reasons	none
main one proprietary “ATI Rap Sheet	ThreatARMOR	none
ThreatARMOR	instance	none
blocked traffic	instance	none
ThreatARMOR	simple black box	none
kind	information	none
ThreatARMOR	information	none
kind	simple black box	none
kind	ThreatARMOR	none
information	simple black box	none
I	level	none
I	sensitivity	none
sensitivity	level	none
I	network operation	none
network operation	level	none
sensitivity	network operation	none
trouble	Mr. Matsuura	none
Mr. Matsuura	communication	none
Mr. Matsuura	fail-open system	none
Mr. Matsuura	One reason	none
communication	fail-open system	none
trouble	ThreatARMOR	none
ThreatARMOR	One reason	none
communication	One reason	none
ThreatARMOR	fail-open system	concept
trouble	communication	none
One reason	fail-open system	none
communication	ThreatARMOR	none
trouble	One reason	none
Mr. Matsuura	ThreatARMOR	none
trouble	fail-open system	none
use	contrast	none
he	fail-close system	none
use	shared network	none
most security devices	shared network	none
he	use	none
most security devices	contrast	none
most security devices	he	none
fail-close system	shared network	none
fail-close system	contrast	none
most security devices	use	none
he	shared network	none
use	fail-close system	none
he	contrast	none
contrast	shared network	none
most security devices	fail-close system	none
security	opinion	none
opinion	networks	none
service providers	networks	none
security	networks	none
ThreatARMOR	networks	none
service providers	opinion	none
ThreatARMOR	opinion	none
service providers	security	none
service providers	ThreatARMOR	none
security	ThreatARMOR	none
ThreatARMOR	IDS	concept
INTRUSIONS	IDS	none
March	operation	none
INTRUSIONS	demo	none
IDS	end	none
FURTHER REDUCTIONS	NUMBER	none
IDS	Hyper Box	none
March	IDS	none
INTRUSIONS	NUMBER	none
operation	ThreatARMOR	none
March	demo	none
INTRUSIONS	operation	none
March	ThreatARMOR	none
March	REDUCED	none
FURTHER REDUCTIONS	operation	none
demo	operation	none
demo	REDUCED	none
IDS	REDUCED	none
FURTHER REDUCTIONS	IDS	none
end	REDUCED	none
NUMBER	REDUCED	none
ThreatARMOR	REDUCED	none
March	Hyper Box	none
operation	NUMBER	none
March	end	none
FURTHER REDUCTIONS	end	none
operation	REDUCED	none
Hyper Box	REDUCED	none
demo	Hyper Box	none
FURTHER REDUCTIONS	Hyper Box	none
demo	end	none
operation	IDS	none
INTRUSIONS	end	none
end	Hyper Box	none
FURTHER REDUCTIONS	INTRUSIONS	none
ThreatARMOR	end	none
March	INTRUSIONS	none
FURTHER REDUCTIONS	demo	none
INTRUSIONS	Hyper Box	none
ThreatARMOR	NUMBER	none
NUMBER	Hyper Box	none
ThreatARMOR	Hyper Box	none
demo	NUMBER	none
NUMBER	end	none
IDS	NUMBER	none
FURTHER REDUCTIONS	March	none
operation	Hyper Box	none
March	NUMBER	none
FURTHER REDUCTIONS	REDUCED	none
operation	end	none
FURTHER REDUCTIONS	ThreatARMOR	none
demo	IDS	none
demo	ThreatARMOR	none
INTRUSIONS	REDUCED	none
INTRUSIONS	ThreatARMOR	none
functions	 early stages	none
TAP/remote mode	 early stages	none
performance	TAP/remote mode	none
TAP/remote mode	functions	none
performance	functions	none
performance	 early stages	none
system	month	none
system	inline/block mode	none
inline/block mode	month	none
Hyper Box’s traffic	ThreatARMOR	none
Hyper Box’s traffic	4%	none
ThreatARMOR	4%	none
attacks	traffic	none
enormous amount	traffic	none
percentage	attacks	none
considerable number	traffic	none
considerable number	shared networks	none
percentage	traffic	none
enormous amount	shared networks	none
enormous amount	percentage	none
shared networks	attacks	none
enormous amount	considerable number	none
considerable number	percentage	none
enormous amount	attacks	none
percentage	shared networks	none
considerable number	attacks	none
shared networks	traffic	none
200k cases	intrusions	instance
200k cases	1 million cases	none
200k cases	number	none
intrusions	IDSs	none
intrusions	number	none
intrusions	1 million cases	none
200k cases	IDSs	none
IDSs	number	none
IDSs	1 million cases	none
number	1 million cases	none
decrease	amount	none
decrease	addition	none
Mr. Matsuura	decrease	none
spam e-mails	amount	none
Mr. Matsuura	spam e-mails	none
amount	addition	none
spam e-mails	decrease	none
Mr. Matsuura	amount	none
spam e-mails	addition	none
Mr. Matsuura	addition	none
sophisticated management interface	ThreatARMOR	none
ThreatARMOR	Mr. Matsuura	none
Mr. Matsuura	it	none
sophisticated management interface	Mr. Matsuura	none
sophisticated management interface	it	none
ThreatARMOR	it	none
He	dashboard	none
He	system status	none
dashboard	system status	none
IDSs	firewalls	none
He	firewalls	none
He	IDSs	none
logs	firewalls	none
logs	IDSs	none
He	logs	none
peace	mind	none
peace	blocked attacks	none
glance	mind	none
glance	blocked attacks	none
blocked attacks	mind	none
glance	peace	none
Mr. Matsuura	order	none
Mr. Matsuura	better services	none
order	we	none
better services	we time	none
better services	order	none
ThreatARMOR	we	none
order	research	none
better services	ThreatARMOR	none
we time	we	none
planning	research	none
better services	we	none
Mr. Matsuura	ThreatARMOR	none
research	we	none
ThreatARMOR	order	none
we time	ThreatARMOR	none
planning	better services	none
we time	order	none
Mr. Matsuura	planning	none
ThreatARMOR	research	none
planning	we time	none
we time	research	none
planning	order	none
Mr. Matsuura	we	none
planning	ThreatARMOR	none
Mr. Matsuura	research	none
better services	research	none
planning	we	none
Mr. Matsuura	we time	none
range	ThreatARMOR	none
ThreatARMOR	he	none
range	addition	none
Ixia	future	none
future	addition	none
Ixia	addition	none
range	he	none
applications	range	none
future	he	none
applications	he	none
Ixia	he	none
future	applications	none
Ixia	range	none
applications	addition	none
applications	ThreatARMOR	instance
future	ThreatARMOR	none
future	range	none
Ixia	applications	none
Ixia	ThreatARMOR	none
addition	he	none
ThreatARMOR	addition	none
