a goofy movie	american	none	"6.8/10 · IMDb 44% · Rotten Tomatoes Goofy and his teenage son Max hit the road and travel across the country to bond. However, Max plans on fulfilling a promise he made to the girl he has a crush on."
a lecture on camouflage	american	none	"6.3/10 · IMDb Technical Fairy teaches the troops methods of effective camouflage by using Private Snafu, the least disciplined soldier, as an example."
a pair of hellions	american	none	A Pair of Hellions is a 1924 American 6-reel silent Western film directed by Walter Willis. It was produced by Max O. Miller and written by Peter Clark MacFarlane. Wikipedia
a saintly switch	american	none	5.2/10 · IMDb 4.4/10 · FilmAffinity A professional football player and his pregnant wife switch bodies after their children accidentally unleash an ancient spell.
a song of kentucky	american	none	"A Song of Kentucky is a 1929 American lost Pre-Code romantic drama film produced and distributed by the Fox Film Corporation. It is an early sound film with full dialogue. It was directed by Lewis Seiler, and stars Lois Moran and Dorothy Burgess. Wikipedia"
a star is born (1937 film)	american	none	7.3/10 · IMDb 100% · Rotten Tomatoes 77% · Metacritic A fading matinee idol marries the young beginner he's shepherded to stardom.
a troll in central park	american	none	"5.4/10 · IMDb 17% · Rotten Tomatoes After being banished from his grim kingdom, Stanley (Dom DeLuise), an amiable troll with a magical talent for growing greenery, ends up in Central Park. Struggling to adapt to his unfamiliar surroundings, Stanley is befriended by young Gus..."
a very murray christmas	american	none	"70% · Rotten Tomatoes A Very Murray Christmas is a 2015 American Christmas musical comedy film directed by Sofia Coppola and co-written by Bill Murray, Mitch Glazer, and Coppola. Wikipedia"
"a wave, a wac and a marine"	american	none	"7.6/10 · IMDb A WAVE, a WAC and a Marine is an American 1944 musical comedy film directed by Phil Karlson for low-budget Monogram Pictures. Wikipedia"
a woman named jackie	american	none	6.8/10 · IMDb 6.1/10 · TV.com A Woman Named Jackie is a 1991 American television miniseries chronicling the life of Jacqueline Kennedy Onassis. It was based on C. David Heymann's 1989 book of the same title. Wikipedia
a. baha balantekin	american	none	"Akif Baha Balantekin is an American and Turkish physicist. He earned his bachelor's degree in physics from Middle East Technical University, Ankara, Turkey in 1975 and received a Ph.D. from Yale University in the U.S. in 1982. Wikipedia"
a. c. hamlin	american	none	Albert Comstock Hamlin was the first African American elected to the Oklahoma Legislature. He lost his re-election bid as a direct result of a constitutional amendment that prevented many black Oklahomans from voting. Hamlin was buried in Logan... Wikipedia
a. e. lee	american	none	"Lee Young-ae is a South Korean actress. She is known for her appearances in the Korean historical drama Dae Jang Geum, and as a revenge seeking single mother in Park Chan-wook's crime thriller film Sympathy for Lady Vengeance. Wikipedia"
a. j. antoon	american	none	"A. J. Antoon was an American theatre director. He attended the Yale School of Drama. Beginning in 1971, Antoon directed numerous plays at the New York Shakespeare Festival over a period of nearly 20 years. Wikipedia"
a. j. foyt enterprises	american	none	"A. J. Foyt Enterprises is an American racing team in the IndyCar Series and formerly NASCAR. It is owned by four-time Indianapolis 500 winner, 1972 Daytona ... IndyCar Series · NASCAR Nextel Cup · Racing results · Drivers who have driven ...  Drivers' Championships: 5 1967, 1975, 1979 (USAC), 1996, 1998 (IRL) Opened: 1965 Sponsors: ABC Supply Indy 500 victories: 3 (1967, 1977, 1999)"
a. j. slaughter	american	none	"Anthony Darrell ""A. J."" Slaughter is an American-born Polish professional basketball player for Real Betis Energía Plus of the Liga ACB. He played college basketball for Western Kentucky. Wikipedia"
a. j. thelen	american	none	"Anthony James ""A. J."" Thelen is an American retired professional ice hockey defenseman. He was drafted by the Minnesota Wild in the 2004 NHL Entry Draft, selected 12th overall. Wikipedia"
a. wallace tashima	american	none	Atsushi Wallace Tashima is a Senior United States Circuit Judge of the United States Court of Appeals for the Ninth Circuit and a former United States District Judge of the United States District Court for the Central District of California. Wikipedia
a.v. balakrishnan	american	none	"Alampallam Venkatachalaiyer Balakrishnan was an American applied mathematician and professor at the University of California, Los Angeles. Wikipedia"
aaron albert mossell	american	none	Aaron Albert Mossell II was the first African-American to graduate from the University of Pennsylvania Law School. Wikipedia
aaron and todd helbing	american	none	"Aaron Helbing and Todd Helbing were an American sibling screenwriting team. They are well known for their work on the Starz series Spartacus and Black Sails, and for The CW superhero drama The Flash. Career · Spartacus · The Flash"
aaron bates	american	none	Aaron Bates is an American retired professional baseball first baseman. He played in Major League Baseball for the Boston Red Sox in 2009. He is currently the assistant hitting coach for the Los Angeles Dodgers. Wikipedia
aaron fike	american	none	"Aaron Fike is an American racing driver, a former competitor in NASCAR and USAC driver. The younger brother of A. J. Fike, he was suspended from NASCAR competition from 2007 to 2012 due to a drug-related arrest. Wikipedia"
aaron justus	american	none	Aaron Justus is a former American racing driver. Justus won the USF2000 championship in the year 2000 and continued into the Atlantic Championship. Career · Racing record · American Open-Wheel ...
aaron lucas	american	none	"Aaron Lucas is an American retired professional basketball player, who played for various clubs in Europe. Wikipedia"
aaron maybin	american	none	"Aaron Michael Maybin is a former American and Canadian football linebacker in the National Football League and Canadian Football League. He played college football for Penn State University, and received consensus All-American honors. Wikipedia"
aaron richmond	american	none	View the profiles of people named Aaron Richmond. Join Facebook to connect with Aaron Richmond and others you may know. Facebook gives people the ...
aaron swinson	american	none	"Aaron Anthony Swinson is an American retired professional basketball player. A 6'5"" forward, Swinson played college basketball at Auburn University. In 1994-95, Swinson played in nine games for the Phoenix Suns of the National Basketball... Wikipedia"
abby wambach	american	none	"Mary Abigail Wambach is an American retired soccer player, coach, two-time Olympic gold medalist and FIFA Women's World Cup champion. A six-time winner of the U.S. Soccer Athlete of the Year award, Wambach was a regular on the U.S. women's... Wikipedia"
abel douglass	american	none	Abel Douglass was an American whaling captain. Douglass born in 1841 in Maine as part of a seafaring maritime family. Wikipedia
abigail clayton	american	none	Abigail Clayton is an American retired pornographic actress active during the Golden Age of Porn. She was inducted into the XRCO Hall of Fame in 2008. Wikipedia
abner dalrymple	american	none	"Abner Frank Dalrymple was an American left fielder in Major League Baseball who hit 43 home runs and batted .288 during his 12-season career spent primarily with the Chicago White Stockings. Born in Gratiot, Wisconsin, he played for the Milwaukee... Wikipedia"
abner smith lipscomb	american	none	Abner Smith Lipscomb was an American and Texan lawyer and judge. He was also appointed Secretary of State for the Republic of Texas under the administration of President Mirabeau B. Lamar. Lipscomb studied law in the office of John C. Calhoun and... Wikipedia
about alex	american	none	"6.4/10 · IMDb 45% · Rotten Tomatoes 45% · Metacritic The story of seven college friends who reunite over a three-day weekend, after one of them attempts suicide. When the friends get together to keep an eye on Alex, the weekend that ensues will renew old crushes and resentments."
abraham galloway	american	none	"Abraham H. Galloway was an American escaped slave, abolitionist, mason, spy for the union army, women's suffragist, and state Senator in North Carolina. Born in Smithville in 1837. Wikipedia"
aconogonon	american	none	Koenigia is a genus of plants in the family Polygonaceae. The genus Aconogonon has been merged into Koenigia. Contents. 1 Description; 2 Taxonomy. Taxonomy · Species  Family: Polygonaceae Genus: Koenigia; L.
actors federal credit union	american	none	my ActorsFCU story. John Grigley. My daughter made it possible for us to join ActorsFCU back in 2004. This Credit Union has been great! John Grigley Member ...Contact UseBranch OnlineActorsFCU BranchesFrequently Asked QuestionsLearn About LoansWho We Are
adam and dog	american	none	6.8/10 · IMDb Adam and Dog is a 2011 American animated short film by Minkyu Lee. The film was nominated for Best Animated Short Film for the 85th Academy Awards and won Best Animated Short Subject at the 39th Annie Awards. Wikipedia
adam everett livix	american	none	"09-Dec-2014 · A 30-year-old Texas man is being held in Israel for allegedly plotting to attack Islamic holy sites with stolen military material, officials said Tuesday.  Adam Everett Livvix was nabbed in November as part of a joint probe by the FBI, Israeli police and the Israeli security agency ..."
adam morrison	american	none	Adam John Morrison is an American retired professional basketball player. Morrison played for three years at Gonzaga University and was considered to be one of the top college basketball players in 2005–06. He was a finalist for the Naismith and... Wikipedia
adam pearce	american	none	Adam Pearce is an American former professional wrestler who is currently working as a producer for World Wrestling Entertainment. Wikipedia
adams (constructor)	american	none	"Adams was an American racing car constructor, named after Clyde Adams. Adams had left his native Texas and moved to Los Angeles at the age of 20. Adams ..."
adefunmi	american	none	"Oba Efuntola Oseijeman Adelabu Adefunmi was the first documented African-American initiated into the priesthood of the Yoruba religion, who would then go on to become the first African-American to be crowned Oba of the Yoruba of North America in... Wikipedia"
adelina garcia	american	none	Adelina Garcia was a Mexican-American or Chicana singer. She remains one of the most famous American singers of the bolero. Wikipedia
adeline smith	american	none	"Adeline Smith was an American elder, lexicographer, activist, and cultural preservationist. She was a member of one of four indigenous Klallam communities of the Pacific Northwest. Smith was one of the last two native speakers of the Klallam... Wikipedia"
adimchinobe echemandu	american	none	Adimchinobe Echemandu is a former Nigerian-American running back of American football. He was drafted by the Cleveland Browns in the seventh round of the 2004 NFL Draft. He played college football at California. Wikipedia
adlai h. gilkeson	american	none	Adlai H. Gilkeson was an American Brigadier general who was a two-time Legion of Merit recipient. Wikipedia
admiral broadway revue	american	none	"7.2/10 · IMDb Admiral Broadway Revue is an American live television variety show that ran from January 28 to June 3, 1949. The show was broadcast live on Fridays from 8 to 9 pm ET simultaneously on both the NBC and the DuMont networks. Wikipedia"
adolph luetgert	american	none	"Adolph Louis Luetgert was a German-American businessman in Chicago, Illinois, convicted of murdering his second wife Louisa Bicknese in 1897 and dissolving her body in a sausage vat filled with lye at his A.L. Luetgert Sausage & Packing Company.... Wikipedia"
adolph mongo	american	none	"Adolph Mongo is an American political advisor and radio host. He currently resides in Detroit, Michigan, where he is an on-air radio personality for 910 AM Superstation/WFDF, as the host of ""Detroit in Black & White."" Wikipedia"
adolph rickenbacker	american	none	"Adolph Rickenbacker was a Swiss-American electrical engineer who co-founded the Rickenbacker guitar company along with George Beauchamp and Paul Barth. Rickenbacker was born in Basel, Switzerland as Adolf Rickenbacher. Wikipedia"
adria (automobile)	american	none	"The Adria was an American assembled car that was promoted though not actually mass-produced. The address of the makers was given as Batavia, New York.  Production: 1921-1922"
adrian hall (director)	american	none	"Adrian Hall (director) Adrian Hall is an American theatre director. His directing style was described as ""bold"" by the New York Times, and his work was considered part of the first- and second-generation of the regional theater movement of the 1960s and late 1980s."
adriana trigiani	american	none	"Adriana Trigiani is an Italian-American best-selling author of eighteen books, award-winning playwright, television writer/producer, film director/screenwriter/producer, and entrepreneur based in New York City. Trigiani has published a novel a... Wikipedia"
adventure time	american	none	"8.6/10 · IMDb 8.1/10 · TV.com 100% · Rotten Tomatoes Living in the post-apocalyptic land of Ooo, Finn, a 14-year-old boy, and his magical dog, Jake, embark on a series of missions to prove themselves as virtuous adventurers."
adventures of sonic the hedgehog	american	none	"6.1/10 · IMDb A blue hedgehog that can run at incredible speeds its best friend, a two-tailed flying fox, defend planet Mobius from the evil Dr. Robotnik and his bumbling mechanical goons."
aero design dg-1	american	none	"The Aero Design DG-1 is an American racing aircraft designed by David Garber in an attempt to break the world airspeed record for a piston-engined aircraft. It is a single-seat aircraft with two Mazda RX-3 engines installed, one driving a tractor... Wikipedia"
aero-craft aero-coupe	american	none	"The Aero-Craft Aero-Coupe is an American, 2-passenger, semi-cabin, all-purpose, commercial biplane that was designed by Captain Clement Brown in 1928 and manufactured by Aero-Craft Manufacturing Company. The aircraft was intended for use as an air taxi, as well as for mail and express feeder service."
africa before dark	american	none	"6/10 · IMDb Africa Before Dark is an American animated short film featuring Oswald the Lucky Rabbit. It was directed by Walt Disney and Ub Iwerks, and released on February 20, 1928 by Universal Pictures. Wikipedia"
africa squeaks	american	none	"5.9/10 · IMDb 2.7/5 · Rate Your Music Africa Squeaks is a 1940 American animated cartoon in the Looney Tunes series starring Porky Pig. It was directed by Bob Clampett, animated by John Carey, Dave Hoffman, Izzy Ellis, Norman McCabe, and Vive Risto, with musical direction by Carl... Wikipedia"
african theatre	american	none	"The African Theatre was an African-American acting troupe in New York City established by William Henry Brown in the 1820s. The troupe performed plays by Shakespeare and plays written by Brown, several of which were anti-colonization and anti-slavery."
afro-hispanic people	american	none	Afro-Latin American or Black Latin American refers to Latin Americans of significant or mainly African ancestry. The term may also refer to historical or cultural elements in Latin America thought to have emanated from this community. Wikipedia
after sex (2007 film)	american	none	"5.5/10 · IMDb 5.1/10 · Filmaffinity Eight different couples experience the joys and difficulties of relationships, with each having conversations immediately after sex."
agloves	american	none	Agloves TouchScreen Gloves Are Back for the Holiday Season! Checkout the New Agloves Sport. Original Sport Touchscreen ... · FAQ · Polar Sport · Glove Science
agnes (comic strip)	american	none	Agnes is an American syndicated comic strip written and drawn by Tony Cochran. It was first syndicated in 1999. It is currently syndicated by Creators Syndicate. Wikipedia
agustin reyes	american	none	This is the official website for Agustin Reyes Inc./Royal Violets.
ahmed johnson	american	none	"Anthony Norris is an American retired professional wrestler and football player. He is best known for his appearances with the professional wrestling promotion World Wrestling Federation from 1995 to 1998, under the ring name Ahmed Johnson. Wikipedia"
ahmed omar abu ali	american	none	Ahmed Omar Abu Ali is an American who was convicted of providing material support to the al-Qaeda terrorist network and conspiracy to assassinate United States President George W. Bush. Wikipedia
ahmed shihab-eldin	american	none	Ahmed Shihab-Eldin is a Kuwaiti-American of Palestinian descent. He is a journalist and columnist formerly at Huffington Post and VICE. He is currently a senior reporter for Al Jazeera Plus. Wikipedia
ahmed siddiqui (american youth)	american	none	"Ahmed Siddiqui (born 1996) is an American of Pakistani descent who described being kidnapped with his mother and two younger siblings in March 2003. Life in the United States · Transfer to the custody of ...  Arrested: 2003-03; Pakistan; US and Pakistani security officials Detained at: Guantanamo Bay camp Parents: Aafia Siddiqui, Amjad Mohammed Khan"
ahmed zewail	american	none	"Ahmed Hassan Zewail was an Egyptian-American scientist, known as the ""father of femtochemistry"". He was awarded the 1999 Nobel Prize in Chemistry for his work on femtochemistry and became the first Egyptian to win a Nobel Prize in a scientific... Wikipedia"
aida cruises	american	none	"AIDA Cruises is an American/British-owned German cruise line based in Rostock, Germany. Wikipedia"
aim-7 sparrow	american	none	"The AIM-7 Sparrow is an American, medium-range semi-active radar homing air- to-air missile operated by the United States Air Force, United States Navy, and ... Development · Sparrow I · Sparrow III · Vietnam War (1965 ...  Manufacturer: Raytheon Diameter: 8 in (200 mm) Mass: 510 lb (230 kg) Produced: AIM-7D: 1959; AIM-7F: 1976; AIM-7M: 1982"
airabin justin	american	none	Airabin Justin is a former professional American and Canadian football defensive back. He was signed as an undrafted free agent by the Baltimore Ravens in 2003. He played college football for the University of Utah and Northern Arizona... Wikipedia
airese currie	american	none	Airese K. Currie is a former professional American and Canadian football wide receiver. He was drafted by the Chicago Bears in the fifth round of the 2005 NFL Draft. He played college football for the Clemson Tigers. Currie was also a member of... Wikipedia
airframes unlimited ss-2 trainer	american	none	"The Airframes Unlimited SS-2 Trainer is an American powered parachute that was designed and produced by Airframes Unlimited of Athens, Texas for the training role. Now out of production, when it was available the aircraft was supplied as a kit for... Wikipedia"
airframes unlimited t-103	american	none	"The Airframes Unlimited T-103 is an American powered parachute designed and produced by Airframes Unlimited of Athens, Texas. The aircraft was originally offered as plans only by Powered Parachute Plans, also of Athens, Texas."
airframes unlimited t-2	american	none	"The Airframes Unlimited T-2 is an American powered parachute designed and produced by Airframes Unlimited of Athens, Texas. The aircraft was originally ..."
aiviq	american	none	"Aiviq is an American icebreaking anchor handling tug supply vessel owned by Edison Chouest Offshore. The $200 million vessel was built in 2012 by North American Shipbuilding in Larose, Louisiana and LaShip in Houma, Louisiana. Wikipedia"
aj lee	american	none	"April Jeanette Mendez is an American author and former professional wrestler. She is best known for her time in WWE under the ring name AJ Lee. Born and raised in New Jersey, Mendez began her professional wrestling career on the state's... Wikipedia"
ajax (1921 automobile)	american	none	"The Ajax was an American assembled 5 seat touring car automobile that never went ... (2,900 mm) wheelbase, and had been slated to begin production in 1921."
aker american shipping	american	none	"... American Shipping Company ASA (AMSC) is a ship owning company with nine ... announcement of 15 November 2018 relating to Aker ASA's (""Aker"") indirect ... About AMSC · Shareholders · News · Reports and Presentations"
akili smith	american	none	"Kabisa Akili Maradufu Smith is a former American and Canadian football quarterback. He was drafted by the Cincinnati Bengals in the first round of the 1999 NFL Draft, the third quarterback in the first three choices, behind Tim Couch, and Donovan... Wikipedia"
akim monet	american	none	"Akim Monet is an American and Swiss photographer who lives and works in New York and Berlin, Germany. Ilfochrome print – by Akim Monet Wikipedia"
al carapella	american	none	"Alfred ""Al"" Richard Carapella is a former American and Canadian football defensive tackle who played for the San Francisco 49ers and Hamilton Tiger-Cats. Wikipedia"
al coury	american	none	"Albert Eli ""Al"" Coury was a Lebanese-American music record executive during the 1970s, vice-president of American record label Capitol Records and co-founder of RSO Records, who had helped to develop ... Wikipedia"
al gamble	american	none	"John Allen ""Al"" Gamble is an American, Memphis, Tennessee and Birmingham, Alabama based, session musician, playing Hammond B-3 organ and keyboards. He is currently the keyboard player for St. Paul and The Broken Bones. Wikipedia"
al haymon	american	none	"Al Haymon is an American boxing promoter and manager. He is the manager to Floyd Mayweather, Jr. and has won the Boxing Writers of America Manager of the Year Award a total of five times Wikipedia"
al herpin	american	none	"Al Herpin was an American known as the ""Man Who Never Slept"". Al Herpin, who lived in Trenton, New Jersey, claimed to have never slept before. The supposed cause is unknown. Wikipedia"
al madril	american	none	"Alberto ""Al"" Madril is an American retired professional wrestler. Wikipedia"
al meltzer	american	none	"Al Meltzer, nicknamed ""Big Al"", was an American sportscaster. Born in Syracuse, New York, Meltzer worked for Channel 10 and Channel 3 in Philadelphia, and Comcast SportsNet. He also worked for WPHL-17 where he called play-by-play of Big 5 and... Wikipedia"
al sanders	american	none	"Al Sanders, was an American television news anchorman at WJZ-TV in Baltimore, Maryland. He helped take a third place television newscast to first place, where it stayed throughout his career. Wikipedia"
al sieber	american	none	Al Sieber was a German-American who fought in the U.S Civil War and in the American Old West against Indians. He became a prospector and later served as a Chief of Scouts during the Apache Wars. Wikipedia
al silvani	american	none	"Al Silvani was an American boxing trainer and actor. As one of the most sought-after trainers in the business, Silvani trained over twenty world champions, including Jake LaMotta, Henry Armstrong, Carmen Basilio, Fritzie Zivic, Pone Kingpetch,... Wikipedia"
al smith (racing driver)	american	none	"Albert Smith was an American racing driver from Dayton, Ohio who competed in the USAC Championship Car series. While he drove in numerous races on pavement, he only attempted the Indianapolis 500 once in 1967 and failed to make the field. He made... Wikipedia"
al widmar	american	none	"Albert Joseph Widmar was an American starting pitcher and a pitching coach in Major League Baseball. Between 1945 and 1952, Widmar played for the Boston Red Sox, St. Louis Browns and Chicago White Sox. He batted and threw right-handed. Wikipedia"
aladdin (1992 disney film)	american	none	"8/10 · IMDb 95% · Rotten Tomatoes 86% · Metacritic Aladdin, a common thief, falls in love with Princess Jasmine, but cannot marry her as he is not a prince. Jafer, royal vizier with a hidden agenda, enlists Aladdin's help to retrieve a magical lamp."
alan cherry	american	none	Alan Gerald Cherry (born 1946) is an African American who in the 1960s joined The Church of Jesus Christ of Latter-day Saints (LDS Church) against opposition. He was inspired by that period's general black surge toward greater freedom and opportunity. Blacks were and to some lesser extent still are rare among Mormons. Biography · Notes
alan foster (bmx rider)	american	none	"Alan David Foster (born January 18, 1970) was a professional American ""Mid School"" Bicycle Motocross (BMX) racer and Dirt Jumper whose prime competitive years were from (1992–1999) his nickname was simply ""AF"", the initials of his given and surname. Racing career milestone · Career bicycle ... · Misscelleneous and Trivia  Height: 1.8 m (5 ft 11 in) Current team: Felt (retired)"
alan goehring	american	none	"Alan Goehring is an American retired junk bond analyst and trader from Henderson, Nevada. At the age of 37, he became a professional poker player. Goehring first made his mark on the poker circuit when he finished in 3rd place in the $3,000 No... Wikipedia"
alan m. portis	american	none	Alan M. Portis was an American solid-state physicist. Wikipedia
alan matheney	american	none	"Alan Lehman Matheney was an American convicted of beating to death his ex-wife, Lisa Bianco, with a .410 bore shotgun, while on an eight-hour release from prison on 4 March 1989. At the time he was serving a sentence at Pendleton Correctional... Wikipedia"
alan schneider	american	none	Alan Schneider was an American theatre director responsible for more than 100 theatre productions. In 1984 he was honored with a Drama Desk Special Award for serving a wide range of playwrights. Wikipedia
alan turner (canadian football)	american	none	"Alan Turner (born October 10, 1984) is a professional American and Canadian football wide receiver who is a free agent. He was signed by the New York Jets as an undrafted free agent in 2008. He played college football for the Southern Illinois Salukis. Turner has also played for the Chicago Rush and Edmonton Eskimos."
alan wood (military officer)	american	none	"Alan Stevenson Wood was an American retired naval officer and veteran of World War II. Wood, who was U.S. Naval Communications officer at the Battle of Iwo Jima in February 1945, supplied the American flag being raised in the historic Raising the... Wikipedia"
alanson w. beard	american	none	"Alanson Wilder Beard was an American who served as a member of the Massachusetts House of Representatives, as Collector of Customs at the Port of Boston and as the Treasurer of Massachusetts. Wikipedia"
alaska airlines	american	none	"... link to an external site that may not follow the same accessibility policies. © 2019 Alaska Airlines, Inc. All rights reserved. AdChoices Arrow Image AdChoices .Manage reservationBook a flightFlight check-inAlaska Airlines Mileage PlanContact usFlight status"
alba galindo	american	none	"154.2k Followers, 1874 Following, 2412 Posts - See Instagram photos and videos from Alba Galindo (@galindoalba)"
albert b. barney	american	none	"Albert B. Barney was an American lawyer, businessman, and legislator. Born in Mayville, Wisconsin, Barney went to United States Military Academy and Whitewater Normal School. He studied law in Mayville, Wisconsin and was admitted to the Wisconsin... Wikipedia"
albert komp	american	none	"Albert Komp was a German-American who was active in New York City in the mid -nineteenth century. In 1857 Komp joined Friedrich Sorge, Fritz Jacobi and Fr ..."
albert toeaina	american	none	Albert Toeaina was a professional American and Canadian football offensive tackle for the Las Vegas Locomotives of the United Football League. He was signed by the Carolina Panthers as an undrafted free agent in 2006. He played college football... Wikipedia
alberta banner turner	american	none	"Alberta Banner Turner was an African American woman who received her doctorate in psychology from the Ohio State University, and a noted civil rights and women's rights activist in the field of psychology. Wikipedia"
alejandra llamas	american	none	"Alejandra Llamas is a Mexican-American best-selling author, speaker, founder of the MMK Process and personal empowerment expert. Wikipedia"
alex archer (musician)	american	none	Alex Archer is an American-born Australian musician. Archer is best known for his violin work in the Fremantle based Alt country/rock band The Kill Devil Hills. Wikipedia
alex borstein	american	none	"Alexandrea Borstein is an American actress, voice artist, writer, producer, and comedian. She is known for voicing Lois Griffin on the animated comedy series Family Guy, for which she received a Primetime Emmy Award from multiple nominations. Wikipedia"
alex dey	american	none	"Alejandro ""Alex"" Dey is a Mexican American, life coach, motivational speaker, sales adviser and published writer. He is the author of the book La Biblia Del Vendedor. Dey writes and talks about subjects such as self-improvement, life coaching and... Wikipedia"
alex gurney	american	none	Alexander Gurney is an American racing driver who competes in the Rolex Sports Car Series for GAINSCO/Bob Stallings Racing. He won the 2007 and 2009 GRAND-AM Rolex Sports Car Series Daytona Prototype drivers' championship and is the son of racing... Wikipedia
alex hauptmann	american	none	Alexander G. Hauptmann ... alex+@cs.cmu.edu; +1 412 268 1448 (office phone); School of Computer Science Carnegie Mellon University 5000 Forbes Ave.
alex kellner	american	none	"Alexander Raymond Kellner was an American starting pitcher in Major League Baseball who played for the Philadelphia Athletics/Kansas City Athletics, Cincinnati Reds and St. Louis Cardinals. Kellner batted right-handed and threw left-handed. He was... Wikipedia"
alex kelly (rapist)	american	none	Alex Kelly is an American convicted rapist. Wikipedia
alex kim (ice hockey)	american	none	"Eliteprospects.com hockey player profile of Alex Kim, 1979-05-10 Los Angeles, CA, USA USA. Most recently in the INL with VEU Feldkirch. Complete player ..."
alex padilla (racing driver)	american	none	"Alex Padilla (born February 14, 1971) is a former American racing driver."
alex the jester	american	none	"Laugh 'til you cry with Alexander, King of Jesters. He's dazzled audiences on Showtime, America's Got Talent, at Just for Laughs in Montreal, and off-Broadway  ..."
alexander borromeo	american	none	"Alexander Charles Luis ""Aly"" Borromeo is an American born Filipino footballer for Kaya. He is a long-time captain of the Philippines national team. Wikipedia"
alexander darnes	american	none	"Alexander Hanson Darnes was the first African-American doctor in Jacksonville, Florida, and the second in the state. Born into slavery in St. Augustine, Florida, as a young man he served as a valet to Edmund Kirby Smith, the son of his master,... Wikipedia"
alexander imich	american	none	"Alexander Imich was a Polish-American chemist, parapsychologist, zoologist and writer who was the president of the Anomalous Phenomena Research Center in New York City. He was born in 1903 in Częstochowa, Poland to a Jewish family. Wikipedia"
alexander mackendrick	american	none	"Alexander Mackendrick was an American-Scottish director and teacher. He was born in Boston, Massachusetts and later moved to Scotland. Wikipedia"
