virus	ai (computer virus)	instance
c2.lop	malware	concept
dolan (surname)	surname	concept
virus	aids (computer virus)	instance
panda security	company	concept
nhttpd	server	hypernym
software	aigaion	instance
malware	air gap malware	instance
netware	network	hypernym
server	airmarshal	instance
software	airnav systems radarbox	instance
facial recognition system	application	hypernym
international association for cryptologic research	organization	hypernym
o2 wireless box	router	concept
improper input validation	vulnerability	hypernym
nsakey	name	concept
gsm	airtel bangladesh	instance
certificate authority security council	group	hypernym
netscape	company	concept
limewire	file	concept
forgery	process	hypernym
software	airy (software)	instance
cipher	akelarre (cipher)	instance
factor	akna	instance
comparison of instant messaging protocols	comparison	hypernym
electron (software framework)	framework	hypernym
powwow365	web	concept
jupiter broadcasting	network	concept
software	akushaper	instance
information science	field	hypernym
software	al misbah qur'an learning software	instance
virus	alabama (computer virus)	instance
security	alarmforce	instance
spybot worm	family	hypernym
hacker	albert gonzalez	instance
kerberos (protocol)	protocol	hypernym
defender	alberto soto	instance
smartphone	alcatel one touch 980	instance
smartphone	alcatel one touch 990	instance
digital signature	scheme	hypernym
virus	alcon (computer virus)	instance
server	alcs transaction monitor	instance
computer engineering	discipline	hypernym
software	aldus photostyler	instance
phone fraud	use	hypernym
radius	alexandra radius	instance
jessica mydek hoax letter	letter	concept
open source day	fans	hypernym
compiler	algol 68rs	instance
master of science in information assurance	degree	hypernym
methodology	algorithm engineering	hyponym
slide attack	form	hypernym
software-defined protection	architecture	hypernym
enhanced interior gateway routing protocol	protocol	hypernym
theoretical computer science	division	hypernym
960th cyberspace operations group	united	concept
software	all my movies	instance
badtrans	worm	concept
plaintext	information	hypernym
solange ghernaouti	professor	concept
organization	alliance of digital humanities organizations	hyponym
information	alpha data	instance
adobe browserlab	service	concept
typex	machines	hypernym
iso development environment	implementation	hypernym
shellcode	alphanumeric shellcode	instance
software	altera quartus	instance
firewall	amazingports	instance
formal methods	kind	hypernym
firewall	amazingports	instance
tactical communications	communications	hypernym
database	amazon simpledb	instance
festi	rootkit	concept
western digital	company	concept
ios 8	release	concept
workstation	ambivu 3d workstation	instance
red october (malware)	program	concept
networking hardware	receiver	hypernym
virus	ambulance (computer virus)	instance
neo (the matrix)	character	concept
organization	american cryptogram association	instance
stephen trimberger	scientist	concept
organization	american society for cybernetics	instance
iviz security	company	concept
server	amphetarate	instance
crimeware	malware	hypernym
vulnerability	analog hole	instance
call-recording hardware	hardware	hypernym
vpn blocking	technique	hypernym
biswanath mukherjee	professor	concept
software	andreamosaic	instance
one-key mac	code	hypernym
universal plug and play	set	hypernym
hacker	andrew huang	instance
smartphone	android auto	instance
system	anomaly-based intrusion detection system	hyponym
security	asset-backed security	hyponym
server	anonymous remailer	instance
advanced vector extensions	extensions	hypernym
dynamic random-access memory	memory	hypernym
software	ant software limited	instance
software	ant software limited	instance
nasir memon	scientist	hypernym
hacker	anthony zboralski	instance
courage foundation	trust	hypernym
virus	anti (computer virus)	instance
salsa20	cipher	hypernym
software protection dongle	protection	hypernym
great lakes integrated sciences and assessments	collaboration	concept
devnull	worm	concept
hoax	antichrist (virus hoax)	instance
system	anti-hijack system	hyponym
software	anti-keylogger	hyponym
software	anti-keylogger	hyponym
ibm websphere application server community edition	server	hypernym
hetzner	internet	concept
software	anti-tamper software	hyponym
software	anti-tamper software	hyponym
kodi (software)	application	concept
traffic shaping	technique	hypernym
software	antivirus gold	instance
software	antivirus software	hyponym
software	antutu	instance
supersingular isogeny key exchange	algorithm	hypernym
network centric product support	architecture	hypernym
cipher	anubis (cipher)	instance
xml	apache axis	instance
system shock	game	hypernym
software	apache cloudstack	instance
browser security	application	hypernym
solid-state drive	device	hypernym
software	apache cloudstack	instance
server	apache continuum	instance
local area network	network	hypernym
private.me	platform	concept
fully switched network	network	hypernym
server	apache geronimo	instance
cipher method	format	hypernym
ron erickson (investor)	executive	concept
software	apache subversion	instance
server	apache tomcat	instance
software	apfel (software)	instance
server	appaserver	instance
emulator	appleiigo	instance
efficient xml interchange	format	hypernym
frogbit (cipher)	algorithm	hypernym
emulator	applewin	instance
email	appriver	instance
net operation	operation	hypernym
rc2	cipher	concept
server	approx	hyponym
security	appthority	instance
software	apros (software)	instance
carlisle adams	cryptographer	concept
smartphone	aqua fish	instance
kaberi gayen	academic	concept
downgrade attack	form	hypernym
christopher lyon	researcher	concept
captcha	test	concept
seafile	file	hypernym
software	aquad	instance
warrior pride	gchq	concept
lamont boiler	type	concept
ibm secure blue	hardware	concept
koobface	worm	concept
smartphone	aquos phone sh-06d	instance
in-session phishing	form	hypernym
software	archibus	instance
server	arcims	instance
volatility (memory forensics)	framework	hypernym
software	arcplan	instance
supercomputer	arctur-1	instance
system integrity protection	feature	hypernym
digibox	device	hypernym
software	areca backup	instance
axigen	server	concept
online armor personal firewall	firewall	hypernym
secure terminal equipment	government	hypernym
security	arey (company)	instance
software	argus monitor	instance
client-side	application	hypernym
multicast	communication	hypernym
cipher	aria (cipher)	instance
foreground detection	tasks	hypernym
plausible deniability	ability	hypernym
international data encryption algorithm	cipher	hypernym
software	disk encryption software	hyponym
radio rivendell	station	concept
smartphone	arirang (smartphone)	instance
microsoft sql server	system	concept
information security forum	association	hypernym
outpost firewall pro	package	hypernym
software	arlequin	instance
simon (cipher)	family	hypernym
protection	armour (anatomy)	instance
.tk	domain	hypernym
moose file system	system	concept
cipher	arnold cipher	instance
pcmos	technology	hypernym
software	art academy (video game)	instance
dmoz	directory	hypernym
database	artcyclopedia	instance
pa server monitor	server	hypernym
software	disk encryption software	hyponym
hacker	arthur hacker	instance
file descriptor	indicator	hypernym
u.s. army information technology agency	organizations	hypernym
html	article element (html5)	instance
software	article video robot	instance
codec	asao (codec)	instance
supercomputer	asc purple	instance
supercomputer	asci blue mountain	instance
supercomputer	asci blue pacific	instance
core storage	system	hypernym
supercomputer	asci q	instance
nist sp 800-90a	publication	hypernym
distributed firewall	system	hypernym
ezproxy	server	hypernym
onion model	template	hypernym
public key certificate	document	hypernym
server-based signatures	signatures	hypernym
supercomputer	asci white	instance
threat	intent	hypernym
firmware	askoziapbx	instance
xmx	cipher	hypernym
cover (telecommunications)	technique	hypernym
cineasset	suite	concept
botnet	asprox botnet	instance
virtru	encryption	concept
protection	assuranceforeningen gard	instance
software	astra (software)	instance
software	asure software	instance
mujahedeen secrets	program	hypernym
web container	component	hypernym
software	asure software	instance
detection	autodetection	hyponym
smartphone	asus padfone	instance
denial-of-service attack	attempt	hypernym
data	asynchronous communication mechanism	hyponym
firefox	browser	concept
ibm	at	instance
davix	cd	concept
khazad	cipher	concept
cipher	atbash	instance
list of web service specifications	variety	hypernym
chipless rfid	tags	hypernym
emulator	aterm	instance
rfb protocol	protocol	hypernym
intel	atmel at89 series	instance
team solomid	organization	concept
hacker	ăťmir vigfăşsson	instance
software	atomistix toolkit	instance
software	atomistix virtual nanolab	instance
delegation (computer security)	process	hypernym
security bug	bug	hypernym
routing	process	hypernym
software	audiomulch	instance
virtual security appliance	appliance	hypernym
cisco certified entry networking technician	stage	concept
vietnam	vietnam information security association	instance
cryptogram	puzzle	hypernym
server	audix	instance
cryptocurrency	auroracoin	instance
software	autoq3d community	instance
mnet (peer-to-peer network)	software	hypernym
vector	autosketch	instance
software	autoturn	instance
system	auxiliary feedwater	instance
software	avactis	instance
software	avid symphony	instance
software	avionics software	instance
lucideus	company	concept
software	avs video editor	instance
server	axigen	instance
compiler	aztec c	instance
impossible differential cryptanalysis	form	hypernym
barcode	aztec code	instance
ada (computer virus)	virus	hypernym
british computer society	body	concept
digital visual interface	interface	hypernym
server	b news	instance
software	backup exec	instance
sigint (conference)	conference	hypernym
category	backup sync share	instance
software	backup4all	instance
software	backup4all	instance
threat	badbios	instance
server	bamboo (software)	instance
message authentication code	piece	hypernym
virtual control program interface	specification	hypernym
control	bandspread	instance
information system	study	hypernym
internet vigilantism	phenomenon	hypernym
cyberberkut	group	concept
database	barcode of life data systems	hyponym
hacker	barnaby jack	instance
compiler	bartok (compiler)	instance
rendezvous protocol	protocol	hypernym
border gateway protocol	protocol	hypernym
postgresql	system	concept
server	base4	hyponym
patched (malware)	trojan	hypernym
cipher	baseking	instance
emulator	basilisk ii	instance
cipher	bassomatic	instance
cipher department of the high command of the wehrmacht	agency	hypernym
hardware virtualization	virtualization	hypernym
cryptographically secure pseudorandom number generator	generator	hypernym
surveillance	bayraktar tactical uas	instance
nintendo network	service	hypernym
software	bazooka blitzkrieg	instance
compiler	bds c	instance
software	beat detection	instance
graphical identification and authentication	component	hypernym
software	beat detection	instance
detection	beatmapping	instance
cipher	beaufort cipher	instance
substitution	bechamp reaction	instance
emulator	beebdroid	instance
strange brew (computer virus)	virus	hypernym
emulator	beebem	instance
misty1	cipher	concept
smartphone	benq p30	instance
gsm	benq-siemens sl91	instance
hillar aarelaid	ceo	concept
one instruction set computer	machine	hypernym
system	beos	instance
surveillance	bernard spindel	instance
pgpcoder	trojan	hypernym
identification friend or foe	system	hypernym
hackbb	tor	concept
hacker	bernd fix	instance
hacker	bernie s	instance
divx	attempt	concept
cooperative storage cloud	model	hypernym
software	betinvest	instance
storage made easy	broker	hypernym
emulator	bhole	instance
rsa securid	mechanism	concept
hypervisor	bhyve	instance
bitbucket	service	concept
organization	cyber civil rights initiative	hyponym
global positioning system	system	hypernym
global conference on cyberspace	conferences	hypernym
turnkey linux virtual appliance library	project	hypernym
software	bibus	instance
cipher	bifid cipher	instance
software	big memory	instance
screenos	system	hypernym
hacker	bill landreth	instance
security	billguard	instance
garr	network	concept
merkle's puzzles	construction	concept
hacker	billy hoffman	instance
wot services	company	hypernym
hp data protector	backup	hypernym
software	bio7	instance
content-control software	software	hypernym
measurement and signature intelligence	branch	hypernym
firmware	bios	instance
usb	bioslax	instance
ipv6 transition mechanism	technology	hypernym
magento	platform	concept
owasp zap	scanner	hypernym
oracle weblogic server	server	concept
asset	bitcoin	instance
epoc	efficient probabilistic public-key encryption scheme	hypernym
bittorrent	bitcomet	instance
software	bitrix24	instance
guardtime	company	concept
arm architecture	family	hypernym
atm controller	system	hypernym
microsoft forefront unified access gateway	solution	concept
software	bitrix24	instance
hacker	black hat	instance
web of trust	concept	hypernym
software	blackadder (named data networking)	instance
software	blackadder (named data networking)	instance
smartphone	blackberry bold 9700	instance
smartphone	blackberry classic	instance
smeg virus construction kit	engine	hypernym
smartphone	blackberry curve 8520	instance
smartphone	blackberry leap	instance
jdbgmgr.exe virus hoax	virus	concept
smartphone	blackberry passport	instance
information privacy	relationship	hypernym
smartphone	blackberry porsche design p'9981	instance
kn-cipher	cipher	hypernym
smartphone	blackberry porsche design p'9982	instance
toxbot	worm	concept
smartphone	blackberry priv	instance
blacker (security)	department	hypernym
ai (computer virus)	virus	hypernym
smartphone	blackberry q10	instance
smartphone	blackberry q5	instance
smartphone	blackberry storm	instance
smartphone	blackberry storm 2	instance
author domain signing practices	extension	hypernym
smartphone	blackberry z3	instance
kryptos	sculpture	hypernym
syscloud	company	concept
smartphone	blackberry z30	instance
transportation security administration	agency	hypernym
cryptocurrency	blackcoin	instance
smartphone	blackphone	instance
process (computing)	instance	hypernym
cipher	blowfish (cipher)	instance
dash7	sensor	hypernym
tcp gender changer	method	hypernym
elearnsecurity	company	hypernym
supercomputer	blue mountain (supercomputer)	instance
viral phenomenon	objects	hypernym
supercomputer	blue waters	instance
supercomputer	bluefire supercomputer	instance
privatos	system	concept
software	monitoring and surveillance agents	hypernym
software	bluefish (software)	instance
hc-256	cipher	hypernym
network domain	term	hypernym
emulator	bluemsx	instance
defense academic information technology consortium	organization	hypernym
software	bluenog	instance
online certificate status protocol	protocol	hypernym
software	bluetooth stack	instance
bs2000	computer	hypernym
software	bmc control-m	instance
validsoft	company	concept
swipsy	toolkit	concept
server	bmc remedy action request system	instance
resource access control facility	product	hypernym
the hacker wars	film	hypernym
server	boa (web server)	instance
characters of casualty	drama	hypernym
software	board portal	instance
virus	bomber (computer virus)	instance
triple des	name	hypernym
server	boneyards	instance
software	child care management software	hyponym
cipher	book cipher	instance
digital will	document	hypernym
ring	boolean ring	hyponym
server	borland enterprise server	instance
message	bounce message	hyponym
start network	company	hypernym
signature	bounded weak echo region	instance
anti-tamper software	software	hypernym
biometric database law	law	hypernym
emulator	boycottadvance	instance
information security	practice	hypernym
acme (computer virus)	virus	hypernym
donbot botnet	botnet	hypernym
hans hermes	mathematician	hypernym
souradyuti paul	cryptologist	concept
cryptoverif	tool	hypernym
steganography	bpcs-steganography	instance
smartphone	bq aquaris e4.5	instance
software	brainstorming software	hyponym
black opal stakes	race	concept
cascade (computer virus)	virus	hypernym
software	brainstorming software	hyponym
software	brake to vacate	instance
software	brandlive	instance
security	breach (security exploit)	hyponym
swen	worm	concept
botnet	bredolab botnet	instance
bruce schneier	cryptographer	concept
soatest	testing	concept
server	brekeke sip server	instance
communications machine	device	hypernym
mikrotik	manufacturer	concept
huawei	networking	instance
hacker	brian aker	instance
emulator	brmsx	instance
hacker	bruce fancher	instance
spysubtract	application	concept
software	bruce lee lives	instance
heuristic (computer science)	technique	hypernym
bsi	bs 25999	instance
trifid cipher	cipher	concept
bsi	bs 7925-1	instance
itil	set	hypernym
scanner	buck-security	hyponym
software	build-a-bird	instance
software	buildbox	instance
initialization vector	input	hypernym
server	building site	instance
software	buildout	instance
nyaa torrents	website	concept
software	busybox	instance
multiprogram research facility	facility	hypernym
null session	connection	hypernym
network voice protocol	protocol	hypernym
server	butler sql	instance
transfer secret	domain	hypernym
netware core protocol	protocol	hypernym
software	bvckup 2	instance
polymorphic code	code	hypernym
m8 (cipher)	cipher	hypernym
software	bybox	instance
virus	byte bandit	hyponym
linux distribution	system	hypernym
server	bytemark	instance
wireless transport layer security	protocol	hypernym
malware	c2.lop	instance
alfred (mobile app)	app	hypernym
software	ca spectrum	instance
network crack program hacker group	group	hypernym
intrusion tolerance	approach	hypernym
software	ca spectrum	instance
network cloaking	attempt	hypernym
software	cabri geometry	instance
software	cadac group	instance
software	cadam	instance
mongodb	database	concept
voice phishing	practice	hypernym
workstation	cakewalk sonar	instance
server	calendar and contacts server	hyponym
organization	california council on science and technology	instance
cross-site scripting	vulnerability	hypernym
simple service discovery protocol	protocol	hypernym
software	calliduscloud	instance
software	demultiplexer (media file)	hyponym
open source information system	name	hypernym
renam	research	hypernym
software	calliduscloud	instance
square (cipher)	cipher	hypernym
cipher	camellia (cipher)	instance
computer	device	hypernym
multi router traffic grapher	software	hypernym
mahdi (malware)	malware	concept
hacker	cameron lacroix	instance
microframework	camping (microframework)	hyponym
compiler	program	hypernym
database	campus (database)	hyponym
vulnerability (computing)	weakness	hypernym
password psychology	study	hypernym
pokki	platform	concept
privacy engineering	discipline	hypernym
digital subscriber line	family	hypernym
airtable	service	hypernym
information security audit	audit	hypernym
organization	canadian internet registration authority	instance
software	cantera (software)	instance
advocacy	activity	hypernym
software	cantor (music software)	instance
control	capicom	instance
control	carbon copy (software)	hyponym
system	card catalog (cryptology)	hyponym
botnet	carna botnet	instance
data integrity	aspect	hypernym
ccrypt	utility	hypernym
email client	program	hypernym
supercomputer	carter (supercomputer)	instance
policy	carter doctrine	instance
collusion syndicate	security	hypernym
namecoin	cryptocurrency	hypernym
blue box	device	concept
xoftspy portable anti-spyware	application	hypernym
virus	cascade (computer virus)	hyponym
py (cipher)	cipher	hypernym
virus	casino (computer virus)	instance
smartphone	casio g'zone commando	instance
server	casparcg	instance
cipher	cast-128	instance
cipher	cast-256	instance
software	cats (software)	instance
visual cryptography	technique	hypernym
server	caudium (web server)	instance
patch (computing)	piece	hypernym
protection	cave conservation	instance
bittorrent	protocol	hypernym
software	cbecon	instance
zoc (software)	emulator	concept
two-way security	term	hypernym
blaster (computer worm)	worm	hypernym
microsoft	active server pages	hyponym
emulator	cbterm	instance
cyber storm iii	exercise	hypernym
nuttx	system	concept
software	c-cast	instance
domain hack	name	hypernym
anycast	network	hypernym
software	ccg profiles	instance
emulator	ccs64	instance
protecting children from internet pornographers act of 2011	united	hypernym
adversary (cryptography)	entity	hypernym
xml	cctrl	instance
software	cd ripper	instance
draft communications data bill	legislation	hypernym
software	cd ripper	instance
microsoft message queuing	implementation	concept
user-managed access	management	hypernym
dalnet	network	hypernym
supercomputer	cdc 6600	instance
exploit kit	system	hypernym
facebook messenger	service	concept
supercomputer	cdc star-100	instance
protection	cd-cops	instance
software	cdex	instance
misuse case	tool	hypernym
b1 (archive format)	format	hypernym
linux	cdfs	instance
spamchek	name	concept
open-source software security	measure	hypernym
software	cdrwin	instance
cryptosystem	ceilidh	instance
xml	cellml	instance
private vlan	technique	hypernym
internet printing protocol	protocol	hypernym
mass assignment vulnerability	vulnerability	hypernym
software	cellprofiler	instance
software	centrify	instance
illumio	data	concept
forward anonymity	property	hypernym
server	cerberus ftp server	instance
chris hoofnagle	professor	concept
internet	certificate management over cms	hyponym
spoofing attack	situation	hypernym
the hacker's handbook	book	hypernym
document	certificate of identity	hyponym
document	certificate policy	hyponym
linux from scratch	type	hypernym
message	certificate signing request	hyponym
compiler	cfront	instance
software	cgram software	instance
patriotic hacking	term	hypernym
hacker	chad davis	instance
rar (file format)	format	hypernym
spamming	use	hypernym
countermeasure	chaff (countermeasure)	instance
firewall	check point vpn-1	instance
distinguished warfare medal	united	hypernym
keng lim	server	concept
hdmi	interface	hypernym
firewall	check point vpn-1	instance
database	chemical database	instance
voice over ip	methodology	hypernym
drizzle (database server)	system	concept
server	cherokee (web server)	instance
bootstrapping node	node	hypernym
smartphone	cherry mobile omega spectrum	instance
emulator	cherryos	instance
android one	line	hypernym
hijackthis	tool	hypernym
zu chongzhi	mathematician	concept
software	chess informant expert	instance
4chan	website	concept
niels ferguson	cryptographer	concept
server	chess live	instance
cobit	framework	hypernym
cipher	chiasmus (cipher)	instance
oracle iplanet web proxy server	software	concept
microsoft office	suite	concept
encryption ban proposal in the united kingdom	pledge	hypernym
software	chip support package	instance
hierarchy	chomsky hierarchy	instance
amazingports	firewall	hypernym
tinfoil hat linux	distribution	hypernym
hacker	christopher abad	instance
sharyl attkisson	author	hypernym
security and maintenance	component	hypernym
laptop	chromebook	instance
laptop	chromebook pixel	instance
ieee biometrics council	councils	hypernym
telecommunication	chunghwa int'l communication network	instance
jacques stern	cryptographer	hypernym
asset	ci exploitation teams	instance
software	ciberbit	instance
supercomputer	cielo (supercomputer)	instance
dynamic dns	method	hypernym
software	cietmap	instance
hyperjacking	attack	hypernym
cipher	ciks-1	instance
software	cimtrak	instance
oracle database	system	hypernym
software	cinderella (software)	instance
multiotp	class	hypernym
section	cyber terror response center	hyponym
codec	cineform	instance
prody parrot	program	hypernym
set-top box	device	hypernym
codec	cinepak	instance
software	blended threat	hyponym
national cybersecurity center of excellence	organization	concept
property	ciphertext indistinguishability	instance
cyber intelligence sharing and protection act	law	hypernym
cipher	cipherunicorn-a	instance
password authentication protocol	protocol	hypernym
cipher	cipherunicorn-e	instance
software	cisco ios	instance
firewall	cisco pix	instance
webroot antivirus with spy sweeper	utility	hypernym
firewall	cisco pix	instance
internet content adaptation protocol	protocol	hypernym
norton confidential	program	hypernym
open virtualization format	standard	hypernym
wi-fi	technology	hypernym
system	cisco security agent	instance
security	cisco security monitoring, analysis, and response system	instance
the duel after the masquerade	painting	hypernym
bluebugging	form	hypernym
organization	citizen cyberscience centre	instance
encrypted media extensions	specification	hypernym
matthew d. green	cryptographer	concept
system	gamma-ray burst coordinates network	instance
laptop	computer	hypernym
xhamster	video	hypernym
software	clara.io	instance
server	claris officemail	instance
ipsw	format	hypernym
orientdb	system	hypernym
hosts (file)	file	hypernym
p2000 (network)	network	concept
audit trail	record	hypernym
the hacker files	dc	hypernym
message authentication	property	hypernym
quality engineering	management	hypernym
software	cleanmail antispam	instance
software	cleanmail antispam	instance
server	cl-http	instance
protection	assisted natural regeneration	hyponym
ccid (protocol)	protocol	hypernym
cryptobuddy	application	hypernym
fraud	click fraud	instance
qmail	agent	hypernym
software	click.to	instance
scytale	tool	hypernym
hacking at random	conference	hypernym
hacker	clinton haines	instance
software	clipgrab	instance
compiler	clipper (programming language)	instance
open-source software	software	hypernym
information	clli code	instance
ccna	certification	concept
html	language	hypernym
system	cloud (operating system)	hyponym
windows media video	type	concept
system	cloud cms	instance
database	cloud database	hyponym
organization	cloud security alliance	instance
transport layer security	protocols	hypernym
language-based security	set	hypernym
7z	format	concept
software testing	investigation	hypernym
controlled cryptographic item	term	hypernym
appliance	cloud storage gateway	instance
software	cloudbric	hyponym
voter-verified paper audit trail	method	hypernym
software	cloudbric	instance
software	cloudcompare	instance
norwegian cyber defence force	branch	concept
information systems international conference	chapter	hypernym
software	cloudcompare	instance
zachman framework	ontology	hypernym
anti-spyware coalition	group	hypernym
motion (surveillance software)	application	hypernym
acoustic cryptanalysis	attack	hypernym
mobile identity management	development	hypernym
internet bot	application	hypernym
cloudera	cloudera impala	instance
lawrence a. gordon	professor	hypernym
confide	band	hypernym
system	cloudlinux os	instance
backup exec	software	hypernym
pin tumbler lock	mechanism	hypernym
openvms	computer	concept
multipath tcp	effort	hypernym
software	cmdbuild	instance
system	cms	instance
eff des cracker	machine	hypernym
trusted system	system	hypernym
non-commutative cryptography	area	hypernym
computer	cnc router	instance
computer	cnc router	instance
javapos	standard	concept
supercomputer	coates (supercomputer)	instance
spy sweeper	product	hypernym
solitude (supergirl)	episode	hypernym
committee for state security (ukraine)	committee	hypernym
software	cobian backup	instance
server	cocktail waitress	instance
zsnes	emulator	concept
cipher	coconut98	instance
software	code reviewing software	instance
codepeer	tool	concept
amazon s3	service	concept
goatse security	group	concept
software	code reviewing software	instance
protection	code wheel	instance
document	codebook	instance
city identification card	form	hypernym
bosm (festival)	festival	hypernym
codec	codec2	instance
compiler	codesynthesis xsd	instance
fiddler (software)	http	hypernym
cryptosystem	cohen's cryptosystem	instance
cryptocurrency	coinye	instance
software	coldmud	instance
software	collabtive	instance
software	collabtive	instance
security	collusion syndicate	instance
devconf.cz	conference	concept
swiftbroadband	network	hypernym
supercomputer	columbia (supercomputer)	instance
software	com port redirector	hyponym
software	com port redirector	hyponym
radio	combat-net radio	instance
security	command consulting group	instance
ciphercloud	company	hypernym
retina-x studios	company	concept
gpg4win	email	hypernym
kernel.org	point	concept
