database security	passwords	hypernym	none
passwords	input credentials	hyponym	none
encryption	database layer security	hyponym	none
database security	protection	hypernym	none
breaches	data breaches	hyponym	none
sensitive, protected, or confidential data	data breach	hypernym	none
PII	Data breaches	hyponym	none
Data breaches	identifiable information	hyponym	none
personal health information	PII	hypernym	none
personal health information	identifiable information	hyponym	none
PII	identifiable information	hyponym	none
Data breaches	data	hypernym	none
disclosed data breaches	data breaches	hypernym	none
data breaches	sensitive information	hyponym	none
technology	data	hyponym	none
electronic data	data	hypernym	none
electronic data	technology	hypernym	none
Malware	software	hypernym	none
software	Malware	hyponym	none
warning	warning” message	hyponym	none
malicious software	Malware	hypernym	none
malicious software	software	hypernym	none
security breaches	data breaches	hyponym	none
data elements	data breaches	hyponym	none
data elements	information	hypernym	none
information	data breaches	hyponym	none
breaches	sensitive information	hyponym	none
database	data	hypernym	none
that data	database	hypernym	none
that data	data	hypernym	none
content	data	hypernym	none
input data	data	hypernym	none
Authentication	authentication	hypernym	none
Password Requirements	Passwords	hypernym	none
credential	password	hypernym	none
information	credential	hyponym	none
information	password	hypernym	none
passwords	biometrics	instance	none
digital authentication	biometrics	hypernym	none
digital authentication	authentication	hypernym	none
biometrics	authentication	hypernym	none
digital authentication knowledge	authentication	hypernym	none
digital authentication	digital authentication knowledge	hyponym	none
cryptographic protocol	authentication	hypernym	none
authentication	authentication assurance	hyponym	none
data	value	hyponym	none
secure’ flag	secure channel	hypernym	none
firewall	network protection	hyponym	none
capabilities	detection	hyponym	none
IoT	data	hypernym	none
security engineering	security systems	hypernym	none
security engineering	security rule development	hyponym	none
attackers	easy vulnerability	hyponym	none
vulnerability	Security wonks	hyponym	none
authorization	authentication	hypernym	none
backend	authentication	hyponym	none
Security	backend	hyponym	none
Security orthodoxy	Security	hypernym	none
authentication	authorization	hypernym	none
database	authentication	hypernym	none
database	backend	hyponym	none
security researchers	vulnerability security researchers	hyponym	none
authentication	security	hypernym	none
database	data	hyponym	none
secure products	secure code reviews	hyponym	none
vulnerability	attackers	hyponym	none
software	detection	instance	none
internet	data	hypernym	none
personal data	work data	hypernym	none
personal data	personal information	hypernym	none
IT security risks	Physical security	hyponym	none
corporate data	work data	instance	none
corporate data	personal information	hyponym	none
personal data	corporate data	hypernym	none
threats	vulnerabilities	hyponym	none
IoT	internet	hypernym	none
operational security effectiveness	security operations	hypernym	none
operational security	network and security operations teams	hyponym	none
Security operations teams organizations	Security operations teams	concept	none
security	respondents security products	instance	none
security testing	vulnerabilities	hypernym	none
security capabilities	security and risk management	hyponym	none
security tools effectiveness	security tools	hypernym	none
security solutions	Security Group	hypernym	none
Security breaches	security skills	hypernym	none
operational security effectiveness	security operations	hypernym	none
operational security	network and security operations teams	hyponym	none
Security operations teams organizations	Security operations teams	concept	none
security	respondents security products	instance	none
security testing	vulnerabilities	hypernym	none
security capabilities	security and risk management	hyponym	none
security tools effectiveness	security tools	hypernym	none
security solutions	Security Group	hypernym	none
Security breaches	security skills	hypernym	none
security community	security automation	hyponym	none
security own infrastructure	security	hypernym	none
security issues	Critical Risks	hypernym	none
Critical Risks	Risks	hypernym	none
attacker	vulnerabilities	none	none
OWASP	OWASP OWASP	hyponym	none
knowledge	expertise	none	none
viruses	Internet	hypernym	none
Data	Internet	hyponym	none
Data	User Data	hyponym	none
personal data	Privacy Policy	hyponym	none
contact information	payment information	hypernym	none
privacy	password	hypernym	none
emails	password	hypernym	none
little information	contact information	hypernym	none
password	information	hypernym	none
password	password security meter	hyponym	none
passwords	encryption technologies	hyponym	none
sensitive personal information	Privacy policy	hypernym	none
security	password	hypernym	none
concern	contents	none	none
encryption	security	hypernym	none
encryption	adequate password	hyponym	none
sensitive business data	private data	hypernym	none
cloud-based intrusion	attackers	hypernym	none
emails	data	hypernym	none
data storage	data	hypernym	none
data	documents	hyponym	none
data storage	documents	hypernym	none
financial data	PII	hyponym	none
prevention	detection	hypernym	none
unintended disclosures	sensitive information	hypernym	none
intrusion	attacker	hypernym	none
Homeland Security	CISA	concept	none
knowledge	integrity	hyponym	none
Internet Security	security	hypernym	none
security	Security practitioners	hyponym	none
security baseline enforcement	advanced security features	hypernym	none
Authorization	policy	hyponym	none
passwords	Sensitive data	hyponym	none
privacy laws	Protect Data	hyponym	none
personal information	privacy laws	hyponym	none
Sensitive data	Protect Data	hyponym	none
personal information	Sensitive data	hyponym	none
extra protection	Protect Data	hyponym	none
passwords	information	hypernym	none
public marketing information	public data	hypernym	none
encryption	sensitive data	hyponym	none
sensitive data management	sensitive data	hypernym	none
sure sensitive data	sensitive data	hypernym	none
crypto	Cryptography	hypernym	none
information security	Cryptography	hypernym	none
data leakage	sensitive data	hyponym	none
passwords	encryption keys	hyponym	none
secrets	unauthorized disclosure	hyponym	none
passwords	authentication	hypernym	none
security goals	security frameworks	hypernym	none
Vulnerabilities	Secure frameworks	hyponym	none
Secure frameworks	known vulnerabilities	hypernym	none
security requirement	needed security functionality	hyponym	none
Security requirements	specific security problem	hyponym	none
Security requirements	vetted security functionality	hyponym	none
security controls	standard security requirements	hyponym	none
security	standard security requirements	hyponym	none
security	security controls	hyponym	none
Security requirements	security issues	hypernym	none
more security functionality	security requirements	hypernym	none
Security requirements	security functionality	hypernym	none
Better security	vulnerabilities	hypernym	none
IT security	technology	hypernym	none
database	data	hyponym	none
data storage	data	hypernym	none
networking	data	hypernym	none
data validation	data	hypernym	none
data	data encryption	hyponym	none
encryption	PII	hyponym	none
encryption	data	hypernym	none
PII	data	concept	none
PII	identifiable information	hyponym	none
databases	PII	instance	none
databases	values	hypernym	none
security settings	values	hypernym	none
updates	security notes	hyponym	none
security	attackers	hyponym	none
IT security	technology	hypernym	none
man-in-the-middle attacks	attackers	hypernym	none
man-in-the-middle attacks	crypto	hypernym	none
credentials	data	hypernym	none
information	credentials	hyponym	none
PII	data	concept	none
information	PII	hyponym	none
personal data	data	hypernym	none
information	data	hyponym	none
personal data	sensitive personal information	hyponym	none
personal data	PII	hypernym	none
personal data	information	hypernym	none
credentials	PII	hyponym	none
sensitive personal information	PII	hypernym	none
passwords	data	hypernym	none
personal information	privacy laws	hyponym	none
personal information	data	hypernym	none
secure parameters	secure protocols	hyponym	none
Hostile data	hostile data	hypernym	none
hostile data	data	hypernym	none
security	solid security programs	instance	none
Privacy	Security	hypernym	none
Risk	investment	none	none
Risk	Security	hypernym	none
Security	investment	instance	none
security	attention	hyponym	none
security	security practitioners	hyponym	none
privacy	security	hypernym	none
risks	security	hyponym	none
security team	security	hypernym	none
security team company	security team	concept	none
security team company	security	hypernym	none
learning	security	hypernym	none
security early product	security	hypernym	none
security early market	security	hypernym	none
security	values	hyponym	none
confidentiality	Security	hypernym	none
privacy	confidentiality	hyponym	none
privacy	Security	hypernym	none
security services company	security services company’s leaders	hyponym	none
security services company	Security expectations	hyponym	none
risk	security	hypernym	none
security priorities	security	hypernym	none
security resources	security	hypernym	none
security	baking security	hyponym	none
security	st security	hyponym	none
Security	values	hyponym	none
Security	technology	hypernym	none
security	concern	hypernym	none
privacy	concern	hypernym	none
risk tolerance	risk	hypernym	none
risks	current security risks	hyponym	none
© 20 security	dedicated security	hyponym	none
questions	concerns	hyponym	none
security leader	Security Program |	hyponym	none
security engineers	security resources	hypernym	none
resources	security resources	hyponym	none
strong security skill set	security	hypernym	none
security	concerns	hyponym	none
security consultant	technical security work	hypernym	none
information	wireless data	hyponym	none
security	technology	hypernym	none
viruses	Antivirus	hypernym	none
viruses	malware	concept	none
Antivirus	malware	concept	none
malicious software	antivirus software	hypernym	none
security company	Antivirus companies	hyponym	none
security teams	security security teams	instance	none
alert	attention	hyponym	none
security policies	additional security	hypernym	none
Antimalware	Antivirus	concept	none
content	information	none	none
malicious code	attacker	hypernym	none
details	information	hypernym	none
vulnerabilities	sensitive data	hyponym	none
sensitive data	data	hypernym	none
details security	details	hypernym	none
Data encryption	plaintext	hypernym	none
data breaches	data breach discovery	hyponym	none
theft	identity theft	hyponym	none
information reputation	information	hypernym	none
data breach	information	hypernym	none
data breach	identifiable information	hyponym	none
software	programs	none	none
programs	software	hypernym	none
protection systems	security alerts	hypernym	none
warnings	alert systems	hyponym	none
alerts	critical alerts	hyponym	none
intrusion	attacker	hypernym	none
security	attacker	hyponym	none
security credentials	security	hypernym	none
security bulletins	vulnerabilities	hypernym	none
IoT	internet	hypernym	none
untrusted data	data	hypernym	none
data tampering	encryption	hypernym	none
security	data	instance	none
general security rule	security	hypernym	none
XSS	untrusted data	hyponym	none
attacker	attacker’s website	hyponym	none
CSRF	XSS	hypernym	none
phishing	cyberattacks	hypernym	none
phishing	emails	hypernym	none
risk	threats	hypernym	none
zero-day phishing	malware	concept	none
