Barracuda	important	hypernym	none
Cisco ASA	ASA	hypernym	concept
Barracuda	Barracuda Cloud Generation network	hypernym	none
Barracuda Cloud Generation network	infrastructure cost	concept	none
proven Cisco ASA firewall protection	industry	hypernym	none
availability risk management	Cisco	instance	none
Cisco ASA 5500X firewall	threat	hypernym	none
Barracuda	business	hypernym	none
damage	Barracuda	none	none
ASA	Cisco Cisco ASA 5500X Series	none	instance
targeted cyberattacks	Barracuda	hypernym	none
control	Barracuda	hypernym	none
Cisco ASA	first threatfocused nextgeneration firewall	none	none
theft	Barracuda	hyponym	none
Cisco ASA 5500X Series NextGeneration Firewalls help	security effectiveness	concept	none
money	Barracuda	hyponym	none
Cisco ASA 5500X firewall	risk	hypernym	none
Barracuda Cloud Generation network	consumptionbased pricing	none	none
solution	Barracuda	hypernym	none
public cloud	secure Barracuda cloud	hypernym	instance
Barracuda	matter	hypernym	none
Cisco Adaptive Security Appliance	nextgeneration firewall capability	hypernym	none
nextgeneration network security service	Cisco ASA 5500X Series NextGeneration Firewalls help	none	none
solution	Cisco Cisco ASA 5500X Series	instance	none
Cisco	proven Cisco ASA firewall protection	concept	none
resiliency	Barracuda	hypernym	none
Cisco ASA	FirePOWER	hypernym	none
Barracuda	compromise business integrity	none	none
Barracuda Cloud Generation network	firewall	hypernym	none
need	secure Barracuda cloud	hypernym	none
Barracuda Cloud Generation network	look	hypernym	none
location	Barracuda	none	none
Barracuda	highperformance network solution reside	concept	none
malware protection	Cisco Cisco ASA 5500X Series	hypernym	none
Barracuda	reside	none	none
remediation	Barracuda	hypernym	none
cloud	secure Barracuda cloud	none	instance
ASA software	Cisco ASA 5500X Series NextGeneration Firewalls	hypernym	none
financial damage	Barracuda	hypernym	none
email	secure Barracuda cloud	instance	none
Cisco ASA 5500X firewall	productivity	hypernym	none
email resiliency	Barracuda	hypernym	none
first threatfocused nextgeneration firewall	Cisco	hypernym	none
Barracuda	network perimeter	hyponym	none
purposebuilt	Barracuda Cloud Generation network	none	none
familiar developer tool	Barracuda	hypernym	none
Cisco Cisco ASA 5500X Series	industryleading Sourcefire threat	hypernym	none
Barracuda Cloud Generation network	secure	hypernym	none
loss	secure Barracuda cloud	hypernym	none
Cisco ASA 5500X firewall	application	concept	concept
data loss	secure Barracuda cloud	none	none
Barracuda	75	hypernym	none
Barracuda Cloud Generation network	data  regardless	concept	none
Cisco	device	none	none
Cisco ASA 5500X firewall	device	concept	none
Barracuda	DevOps	hypernym	none
Cisco Cisco ASA 5500X Series	device	concept	none
Barracuda	cost	hypernym	none
Firewalls	Cisco Adaptive Security Appliance	instance	instance
Appliance	Cisco Adaptive Security Appliance	hypernym	instance
productivity	Cisco ASA 5500X Series NextGeneration Firewalls help	instance	none
unlimited storage	secure Barracuda cloud	hypernym	none
first threatfocused nextgeneration firewall	Cisco Cisco ASA 5500X Series	hypernym	none
Barracuda	secure	hypernym	none
Barracuda	multiple site	hypernym	none
range	Cisco ASA 5500X Series NextGeneration Firewalls	none	none
premise	Barracuda Cloud Generation network	none	none
policy	Barracuda	hypernym	none
vendor	secure Barracuda cloud	hypernym	none
Series	Cisco	hypernym	none
Cisco	support cost	concept	none
Cisco ASA 5500X firewall	Mobility	hypernym	none
industryleading Sourcefire threat	proven Cisco ASA firewall protection	concept	none
Barracuda Cloud Generation network	user	hypernym	none
Barracuda Cloud Generation network	cost	concept	none
industry	Barracuda Cloud Generation network	hyponym	none
ASA 5585X Adaptive Security Appliances	Cisco Cisco ASA 5500X Series	hypernym	none
enterpriseclass stateful inspection	Cisco Adaptive Security Appliance	hypernym	none
Barracuda	consumptionbased pricing	none	none
continuous threat protection	Cisco	hypernym	none
user security awareness	Barracuda	hypernym	none
Barracuda	onpremises	concept	none
Cisco Cisco ASA 5500X Series	protection	hypernym	none
Cisco ASA 5500X firewall	network visibility	none	none
Barracuda	website	none	none
Cisco ASA 5500X Series NextGeneration Firewalls	multiscale performance	hypernym	none
deployed stateful firewall	Cisco ASA 5500X Series NextGeneration Firewalls help	hypernym	none
Cisco ASA	protection	concept	none
help	Cisco ASA 5500X Series NextGeneration Firewalls help	hypernym	instance
Cisco ASA 5500X firewall	cloud drive productivity	none	none
Cisco Cisco ASA 5500X Series	FirePOWER	hypernym	none
following capability	Cisco Adaptive Security Appliance	instance	none
aspect	Barracuda	hypernym	none
Cisco ASA 5500X firewall	superior threat	concept	none
Firewalls	Cisco ASA 5500X Series NextGeneration Firewalls	hyponym	instance
available	Cisco Cisco ASA 5500X Series	hypernym	none
Appliance	Cisco ASA 5500X Series NextGeneration Firewalls	concept	instance
Barracuda	defense	concept	none
allinone approach	Barracuda	hypernym	none
cloud	Barracuda	hypernym	none
network	Cisco ASA 5500X Series NextGeneration Firewalls	instance	none
Cisco representative	representative	concept	concept
Barracuda	user	none	none
Cisco ASA 5500X firewall	cost	concept	none
Series	Cisco ASA	instance	none
Cisco ASA 5500X firewall	visibility	concept	none
backup solution	secure Barracuda cloud	none	none
location	secure Barracuda cloud	hypernym	none
cloud	Barracuda Cloud Generation network	instance	none
Barracuda	tool necessary	hypernym	none
solution	Cisco ASA 5500X Series NextGeneration Firewalls help	instance	none
solution	secure Barracuda cloud	hyponym	none
Barracuda Cloud Generation network	site	hypernym	none
business	secure Barracuda cloud	concept	none
Cisco ASA	single device	hypernym	none
Barracuda	vector	none	none
FirePOWER	proven Cisco ASA firewall protection	hypernym	none
Barracuda Cloud Generation network	application	hypernym	none
Barracuda	wide range	hyponym	none
Cisco ASA	device	hypernym	concept
single device	Cisco Cisco ASA 5500X Series	instance	none
size	Cisco ASA 5500X Series NextGeneration Firewalls	hypernym	none
Barracuda	threat vector	none	none
Barracuda Cloud Generation network	first solution purposebuilt	hypernym	none
wide range	Cisco ASA 5500X Series NextGeneration Firewalls	hypernym	none
ASA 5585X Adaptive Security Appliances	Cisco ASA	hypernym	concept
software	Cisco ASA 5500X Series NextGeneration Firewalls	instance	instance
attack	Cisco	hypernym	none
Cisco ASA	Cisco	instance	none
storage	secure Barracuda cloud	hyponym	none
Cisco	industry	concept	none
Cisco representative	Chat	concept	none
proven Cisco ASA firewall protection	device	hypernym	none
Cisco ASA 5500X firewall	automation	hypernym	none
Barracuda	Emailborne attack interrupt business operation	hypernym	none
infrastructure look	Barracuda Cloud Generation network	instance	none
Barracuda	Fullyfeatured APIs enable DevOps	hypernym	none
Barracuda	protection	hypernym	none
protection	secure Barracuda cloud	none	none
theft	secure Barracuda cloud	hypernym	none
Cisco Cisco ASA 5500X Series	proven Cisco ASA firewall protection	hypernym	none
product	Barracuda	hypernym	instance
Barracuda	email	concept	none
comprehensive range	Cisco ASA 5500X Series NextGeneration Firewalls help	hypernym	none
data loss	Barracuda	hypernym	none
Series	proven Cisco ASA firewall protection	none	none
purposebuilt	Barracuda	hypernym	none
Barracuda	approach	hypernym	none
Cisco Adaptive Security Appliance	ASA software	hypernym	concept
application firewall	Barracuda Cloud Generation network	hypernym	none
Barracuda	secure Barracuda cloud	hypernym	none
Barracuda	look	hypernym	none
Barracuda	mobile device	concept	none
Protect network	Cisco ASA 5500X Series NextGeneration Firewalls	instance	none
Cisco ASA 5500X firewall	introduce risk	hypernym	none
solution	proven Cisco ASA firewall protection	concept	none
multiple vendor	Barracuda	hypernym	none
Cisco Cisco ASA 5500X Series	Cisco	hypernym	none
Barracuda	highperformance network solution	hypernym	none
allinone approach	secure Barracuda cloud	hypernym	none
Barracuda	site	hypernym	none
application firewall	Barracuda	hypernym	none
reliable connection	Barracuda	hypernym	none
Barracuda	perimeter	hypernym	none
ASA	Cisco	hypernym	none
Cisco ASA 5500X firewall	asset	hypernym	concept
malware protection	Cisco ASA 5500X firewall	hypernym	none
operational efficiency	Cisco	concept	none
single device	Cisco	hypernym	none
Cisco Adaptive Security Appliance	Software	hypernym	concept
Software	Cisco ASA 5500X Series NextGeneration Firewalls	none	instance
Cisco Adaptive Security Appliance	capability	concept	none
Cisco ASA 5500X Series NextGeneration Firewalls help	industry	concept	none
Cisco Cisco ASA 5500X Series	industry	concept	none
Series	Cisco Cisco ASA 5500X Series	hypernym	instance
software	Cisco Adaptive Security Appliance	hypernym	instance
Barracuda	firewall	hypernym	concept
Barracuda	security	hyponym	none
